ID	Value1	Value2	Value3	OrderField	Active
1239	Watergras	Catabrosa aquatica (L.) Beauv.	NA	NA	1
1240	Waterkruiskruid	Senecio aquaticus Hill	NA	NA	1
1241	Waterlepeltje	Ludwigia palustris (L.) S. Elliott	NA	NA	1
1242	Waterlobelia	Lobelia dortmanna L.	NA	NA	1
1243	Watermunt	Mentha aquatica L.	NA	NA	1
1244	Watermuur	Myosoton aquaticum (L.) Moench	NA	NA	1
1245	Waterpeper	Polygonum hydropiper L.	NA	NA	1
1246	Waterpostelein	Lythrum portula (L.) D.A. Webb	NA	NA	1
1247	Waterpunge	Samolus valerandi L.	NA	NA	1
1248	Waterscheerling	Cicuta virosa L.	NA	NA	1
1249	Waterteunisbloem	Ludwigia grandiflora (Michaux) Greuter e	NA	NA	1
1250	Watertorkruid	Oenanthe aquatica (L.) Poiret	NA	NA	1
1251	Waterviolier	Hottonia palustris L.	NA	NA	1
1252	Waterzuring	Rumex hydrolapathum Huds.	NA	NA	1
1253	Weegbreefonteinkruid	Potamogeton coloratus Hornem.	NA	NA	1
1254	Wegdistel	Onopordum acanthium L.	NA	NA	1
1255	Wegedoorn	Rhamnus catharticus L.	NA	NA	1
1256	Weidehavikskruid	Hieracium caespitosum Dum.	NA	NA	1
1257	Weidekervel	Silaum silaus (L.) Schinz et Thell.	NA	NA	1
1258	Weidekerveltorkruid	Oenanthe silaifolia Bieb.	NA	NA	1
1259	Weideklokje	Campanula patula L.	NA	NA	1
1260	Welriekende agrimonie	Agrimonia procera Wallr.	NA	NA	1
1261	Welriekende ganzenvoet	Chenopodium ambrosioides L.	NA	NA	1
1262	Welriekende nachtorchis	Platanthera bifolia (L.) L.C.M. Rich.	NA	NA	1
1263	Welriekende salomonszegel	Polygonatum odoratum (Mill.) Druce	NA	NA	1
1264	Wijdbloeiende rus	Juncus tenageia L. f.	NA	NA	1
1265	Wijfjesvaren	Athyrium filix-femina (L.) Roth	NA	NA	1
1266	Wijnruit	Ruta graveolens L.	NA	NA	1
1267	Wild kattekruid	Nepeta cataria L.	NA	NA	1
1268	Wilde bertram	Achillea ptarmica L.	NA	NA	1
1269	Wilde chicorei	Cichorium intybus L.	NA	NA	1
1270	Wilde gagel	Myrica gale L.	NA	NA	1
1271	Wilde kamperfoelie	Lonicera periclymenum L.	NA	NA	1
1272	Wilde kardinaalsmuts	Euonymus europaeus L.	NA	NA	1
1273	Wilde liguster	Ligustrum vulgare L.	NA	NA	1
1274	Wilde marjolein	Origanum vulgare L.	NA	NA	1
1275	Wilde narcis	Narcissus pseudonarcissus L.	NA	NA	1
1276	Wilde peer	Pyrus pyraster (L.) Duroi	NA	NA	1
1277	Wilde peterselie	Petroselinum segetum (L.) Koch	NA	NA	1
1278	Wilde reseda	Reseda lutea L.	NA	NA	1
1279	Wilde ridderspoor	Consolida regalis S.F. Gray	NA	NA	1
1280	Wilde sorgo	Sorghum halepense (L.) Pers.	NA	NA	1
1281	Wilde tijm	Thymus serpyllum L.	NA	NA	1
1282	Wilg breedbladige species	Salix spp. (broad leaves)	NA	NA	1
1283	Wilg smalbladige species	Salix spp. (small leaves)	NA	NA	1
1284	Wilg species	Salix spec	NA	NA	1
1285	wilgsla	Lactuca saligna L.	NA	NA	1
1286	Winterakoniet	Eranthis hyemalis (L.) Salisb.	NA	NA	1
1287	Wintereik	Quercus petraea Lieblein	NA	NA	1
1288	Winterlinde	Tilia cordata Mill.	NA	NA	1
1289	Wit bosvogeltje	Cephalanthera longifolia (L.) Fritsch	NA	NA	1
1290	Wit hongerbloempje	Draba muralis L.	NA	NA	1
1291	Wit vetkruid	Sedum album L.	NA	NA	1
1292	Witte abeel	Populus alba	NA	NA	1
1293	Witte amarant	Amaranthus albus L.	NA	NA	1
1294	Witte dovenetel	Lamium album L.	NA	NA	1
1295	Witte en grauwe abeel	Populus alba (+ P. x canescens)	NA	NA	1
1296	Witte engbloem	Vincetoxicum hirundinaria Med.	NA	NA	1
1297	Witte honingklaver	Melilotus albus Med.	NA	NA	1
1298	Witte klaver	Trifolium repens L.	NA	NA	1
1299	Witte klaverzuring	Oxalis acetosella L.	NA	NA	1
1300	Witte krodde	Thlaspi arvense L.	NA	NA	1
1301	Witte munt + hybriden	Mentha 'suaveolens' groep	NA	NA	1
1302	Witte paardekastanje	Aesculus hippocastanum L.	NA	NA	1
1303	Witte rapunzel	Phyteuma spicatum L.	NA	NA	1
1304	Witte snavelbies	Rhynchospora alba (L.) Vahl	NA	NA	1
1305	Witte veldbies	Luzula luzuloides (Lam.) Dandy et Wilmot	NA	NA	1
1306	Witte waterkers	Nasturtium officinale R. Brown	NA	NA	1
1307	Witte waterlelie	Nymphaea alba L.	NA	NA	1
1308	Witte waterranonkel	Ranunculus ololeucos Lloyd	NA	NA	1
1309	Witte winterpostelein	Claytonia perfoliata Donn ex Willd.	NA	NA	1
1310	Wolfskers	Atropa bella-donna L.	NA	NA	1
1311	Wolfspoot	Lycopus europaeus L.	NA	NA	1
1312	Wollige distel	Cirsium eriophorum (L.) Scop.	NA	NA	1
1313	Wollige sneeuwbal	Viburnum lantana L.	NA	NA	1
1314	Wondklaver	Anthyllis vulneraria L.	NA	NA	1
1315	Wortelloos kroos	Wolffia arrhiza (L.) Hork. ex Wimm.	NA	NA	1
1316	Wouw	Reseda luteola L.	NA	NA	1
1317	Wrangwortel	Helleborus viridis L.	NA	NA	1
1318	Zaagblad	Serratula tinctoria L.	NA	NA	1
1319	Zacht vetkruid	Sedum sexangulare L.	NA	NA	1
1320	Zachte berk	Betula alba L.	NA	NA	1
1321	Zachte dravik	Bromus hordeaceus L.	NA	NA	1
1322	Zachte duizendknoop	Polygonum mite Schrank	NA	NA	1
1323	Zachte haver	Avenula pubescens (Huds.) Dum.	NA	NA	1
1324	Zachte ooievaarsbek	Geranium molle L.	NA	NA	1
1325	Zachte wikke	Vicia villosa Roth	NA	NA	1
1326	Zandambrosia	Ambrosia coronopifolia Torr. et A. Gray	NA	NA	1
1327	Zandblauwtje	Jasione montana L.	NA	NA	1
1328	Zanddoddengras	Phleum arenarium L.	NA	NA	1
1329	Zandduizendknoop	Polygonum oxyspermum C.A. Mey. et Bunge	NA	NA	1
1330	Zandhaver	Elymus arenarius (L.) Hochst.	NA	NA	1
1331	Zandhoornbloem	Cerastium semidecandrum L.	NA	NA	1
1332	Zandmuur	Arenaria serpyllifolia L.	NA	NA	1
1333	Zandraket	Arabidopsis thaliana (L.) Heynh.	NA	NA	1
1334	Zandstruisgras	Agrostis vinealis Schreb.	NA	NA	1
1335	Zandzegge	Carex arenaria L.	NA	NA	1
1336	Zannichellia	Zannichellia palustris L.	NA	NA	1
1337	Zeealsem	Artemisia maritima L.	NA	NA	1
1338	Zeegerst	Hordeum marinum Huds.	NA	NA	1
1339	Zeegroene ganzenvoet	Chenopodium glaucum L.	NA	NA	1
1340	Zeegroene muur	Stellaria palustris Retz.	NA	NA	1
1341	Zeegroene rus	Juncus inflexus L.	NA	NA	1
1342	Zeegroene zegge	Carex flacca Schreb.	NA	NA	1
1343	Zeekool	Crambe maritima L.	NA	NA	1
1344	Zeekraal	Salicornia 'europaea' groep	NA	NA	1
1345	Zeelathyrus	Lathyrus japonicus Willd. subsp. maritim	NA	NA	1
1346	Zeepkruid	Saponaria officinalis L.	NA	NA	1
1347	Zeepostelein	Honckenya peploides (L.) Ehrh.	NA	NA	1
1348	Zeeraket	Cakile maritima Scop.	NA	NA	1
1349	Zeerus	Juncus maritimus Lam.	NA	NA	1
1350	Zeevenkel	Crithmum maritimum L.	NA	NA	1
1351	Zeevetmuur	Sagina maritima G. Don	NA	NA	1
1352	Zeeweegbree	Plantago maritima L.	NA	NA	1
1353	Zeewinde	Calystegia soldanella (L.) R. Brown	NA	NA	1
1354	Zeewolfsmelk	Euphorbia paralias L.	NA	NA	1
1355	Zegge spec	Carex spec	NA	NA	1
1356	Zevenblad	Aegopodium podagraria L.	NA	NA	1
1357	Zevenster	Trientalis europaea L.	NA	NA	1
1358	Zilt torkruid	Oenanthe lachenalii C.C. Gmel.	NA	NA	1
1359	Zilte greppelrus	Juncus ambiguus Guss.	NA	NA	1
1360	Zilte rus	Juncus gerardii Loisel.	NA	NA	1
1361	Zilte schijnspurrie	Spergularia marina (L.) Besser	NA	NA	1
1362	Zilte waterranonkel	Ranunculus baudotii Godr.	NA	NA	1
1363	Zilte zegge	Carex distans L.	NA	NA	1
1364	Zilverhaver	Aira caryophyllea L.	NA	NA	1
1365	Zilverschoon	Potentilla anserina L.	NA	NA	1
1366	Zinkboerenkers (en bosboerenkers)	Thlaspi caerulescens J. et C. Presl	NA	NA	1
1367	Zoete wolfsmelk	Euphorbia dulcis L.	NA	NA	1
1368	Zomeradonis	Adonis aestivalis L.	NA	NA	1
1369	Zomeralsem	Artemisia annua L.	NA	NA	1
1370	Zomerbitterling	Blackstonia perfoliata (L.) Huds.	NA	NA	1
1371	Zomereik	Quercus robur L.	NA	NA	1
1372	Zomerklokje	Leucojum aestivum L.	NA	NA	1
1373	Zomerlinde	Tilia 'platyphyllos' groep	NA	NA	1
1374	Zomerschroeforchis	Spiranthes aestivalis (Poiret) L.C.M. Ri	NA	NA	1
1375	Zomprus	Juncus articulatus L.	NA	NA	1
1376	Zompvergeet-mij-nietje	Myosotis cespitosa C.F. Schultz	NA	NA	1
1377	Zompzegge	Carex canescens L.	NA	NA	1
1378	Zuid-Afrikaanse gierst	Panicum schinzii Hack.	NA	NA	1
1379	Zulte	Aster tripolium L.	NA	NA	1
1380	Zuring species	Rumex species	NA	NA	1
1381	Zuurbes	Berberis vulgaris L.	NA	NA	1
1382	Zwaluwtong	Fallopia convolvulus (L.) µ. L”ve	NA	NA	1
1383	Zwanebloem	Butomus umbellatus L.	NA	NA	1
1384	Zwart tandzaad	Bidens frondosa L.	NA	NA	1
1385	Zwartblauwe rapunzel	Phyteuma nigrum F.W. Schmidt	NA	NA	1
1386	Zwarte bes	Ribes nigrum L.	NA	NA	1
1387	Zwarte dreps	Bromus grossus Desf. ex DC.	NA	NA	1
1388	Zwarte els	Alnus glutinosa (L.) Gaertn.	NA	NA	1
1389	Zwarte mosterd	Brassica nigra (L.) Koch	NA	NA	1
1390	Zwarte nachtschade s.l.	Solanum nigrum L.	NA	NA	1
1391	Zwarte populier	Populus nigra L. var. nigra	NA	NA	1
1392	Zwarte toorts	Verbascum nigrum L.	NA	NA	1
1393	Walnoot	Juglans regia L.	NA	NA	1
1394	Zwarte walnoot	Juglans nigra	NA	NA	1
1395	Zwarte zegge	Carex nigra (L.) Reichard	NA	NA	1
1396	Zwartsteel	Asplenium adiantum-nigrum L.	NA	NA	1
1397	Zwenkdravik	Bromus tectorum L.	NA	NA	1
1398	Veenmos spec	Spaghnum spec	NA	NA	1
1399	Sterrekroos spec	Callitriche spec	NA	NA	1
1400	Struisgras spec	Agrostis spec	NA	NA	1
1401	Veldbies spec	Luzula spec	NA	NA	1
1402	Elsbes	Sorbus torminalis L.	NA	NA	1
1403	Zaailing naaldhout spec	Softwood species	NA	NA	1
1404	Zwenkgras spec	Festuca spec	NA	NA	1
1405	Witte esdoorn	Acer saccharinum	NA	NA	1
1406	Duizendknoop spec	Polygonum spec	NA	NA	1
1407	Hertshooi spec	Hypericum spec	NA	NA	1
1408	Laurierkers	Prunus laurocerasus L.	NA	NA	1
1409	Bosvogelmelk	Ornithogalum pyrenaicum L.	NA	NA	1
1410	Liguster species	Ligustrum spec	NA	NA	1
