ID,Value1,Value2,Value3,OrderField,Active
1000,0 - 30 cm,,,,1
2000,30 - 50 cm,,,,1
3000,50 - 200 cm,,,,1
4000,> 200 cm,,,,1
5000,0 - 50 cm,,,,1
6000,50 - 130 cm,,,,1
7000,> 130 cm,,,,1
8000,130-200 cm,,,,1
