plot_id	year	period	height_class	number_of_tree_species
492	2013	2	2000	26
492	2013	2	3000	26
492	2013	2	4000	20
493	2013	2	1000	27
493	2013	2	2000	26
493	2013	2	3000	26
493	2013	2	4000	20
494	2013	2	1000	27
494	2013	2	2000	26
494	2013	2	3000	26
494	2013	2	4000	20
495	2013	2	1000	27
495	2013	2	2000	26
495	2013	2	3000	26
495	2013	2	4000	20
496	2013	2	1000	27
496	2013	2	2000	26
496	2013	2	3000	26
496	2013	2	4000	20
497	2013	2	1000	27
497	2013	2	2000	26
497	2013	2	3000	26
497	2013	2	4000	20
498	2013	2	1000	27
498	2013	2	2000	26
498	2013	2	3000	26
498	2013	2	4000	20
499	2013	2	1000	20
499	2013	2	2000	7
499	2013	2	3000	2
499	2013	2	4000	2
500	2013	2	1000	27
500	2013	2	2000	26
500	2013	2	3000	26
500	2013	2	4000	20
501	2013	2	1000	26
501	2013	2	2000	26
501	2013	2	3000	20
501	2013	2	4000	7
502	2013	2	1000	27
502	2013	2	2000	26
502	2013	2	3000	26
502	2013	2	4000	20
503	2013	2	1000	27
503	2013	2	2000	26
503	2013	2	3000	26
503	2013	2	4000	20
504	2013	2	1000	27
504	2013	2	2000	26
504	2013	2	3000	26
504	2013	2	4000	20
505	2013	2	1000	27
505	2013	2	2000	26
505	2013	2	3000	26
505	2013	2	4000	20
506	2013	2	1000	27
506	2013	2	2000	26
506	2013	2	3000	26
506	2013	2	4000	20
507	2013	2	1000	27
507	2013	2	2000	26
507	2013	2	3000	26
507	2013	2	4000	20
508	2013	2	1000	27
508	2013	2	2000	26
508	2013	2	3000	26
508	2013	2	4000	20
509	2013	2	1000	27
509	2013	2	2000	26
509	2013	2	3000	26
509	2013	2	4000	20
510	2013	2	1000	27
510	2013	2	2000	26
510	2013	2	3000	26
510	2013	2	4000	20
511	2013	2	1000	27
511	2013	2	2000	26
511	2013	2	3000	26
511	2013	2	4000	20
512	2013	2	1000	27
512	2013	2	2000	26
512	2013	2	3000	26
512	2013	2	4000	20
513	2013	2	1000	27
513	2013	2	2000	26
513	2013	2	3000	26
513	2013	2	4000	20
514	2013	2	1000	27
514	2013	2	2000	26
514	2013	2	3000	26
514	2013	2	4000	20
515	2013	2	1000	27
515	2013	2	2000	26
515	2013	2	3000	26
515	2013	2	4000	20
516	2013	2	1000	27
516	2013	2	2000	26
516	2013	2	3000	26
516	2013	2	4000	20
517	2013	2	1000	27
517	2013	2	2000	26
517	2013	2	3000	26
517	2013	2	4000	20
518	2013	2	1000	27
518	2013	2	2000	26
518	2013	2	3000	26
518	2013	2	4000	20
519	2013	2	1000	27
519	2013	2	2000	26
519	2013	2	3000	26
519	2013	2	4000	20
520	2013	2	1000	27
520	2013	2	2000	26
520	2013	2	3000	26
520	2013	2	4000	20
521	2013	2	1000	27
521	2013	2	2000	26
521	2013	2	3000	26
521	2013	2	4000	20
522	2013	2	1000	27
522	2013	2	2000	26
522	2013	2	3000	26
522	2013	2	4000	20
523	2013	2	1000	27
523	2013	2	2000	20
523	2013	2	3000	7
523	2013	2	4000	2
701	2014	2	1000	27
701	2014	2	2000	26
701	2014	2	3000	26
701	2014	2	4000	20
702	2014	2	1000	27
702	2014	2	2000	26
702	2014	2	3000	26
702	2014	2	4000	20
703	2014	2	1000	27
703	2014	2	3000	26
703	2014	2	4000	26
704	2014	2	1000	27
704	2014	2	2000	26
704	2014	2	4000	26
705	2014	2	1000	27
705	2014	2	3000	26
705	2014	2	4000	26
707	2014	2	1000	27
707	2014	2	2000	26
707	2014	2	3000	26
708	2014	2	1000	27
708	2014	2	2000	26
708	2014	2	4000	26
709	2014	2	3000	27
709	2014	2	4000	26
710	2014	2	1000	27
710	2014	2	4000	26
711	2014	2	1000	27
711	2014	2	2000	26
711	2014	2	3000	26
711	2014	2	4000	20
712	2014	2	1000	27
712	2014	2	2000	26
712	2014	2	3000	26
712	2014	2	4000	20
713	2014	2	1000	27
713	2014	2	4000	26
714	2014	2	1000	27
714	2014	2	4000	26
715	2014	2	1000	27
715	2014	2	2000	26
715	2014	2	3000	26
715	2014	2	4000	20
716	2014	2	1000	27
716	2014	2	2000	26
716	2014	2	3000	26
716	2014	2	4000	20
717	2014	2	1000	27
717	2014	2	2000	26
717	2014	2	4000	26
718	2014	2	1000	27
718	2014	2	2000	26
718	2014	2	3000	26
718	2014	2	4000	20
719	2014	2	1000	27
719	2014	2	2000	26
719	2014	2	3000	26
719	2014	2	4000	20
720	2014	2	1000	27
720	2014	2	2000	26
720	2014	2	3000	26
720	2014	2	4000	20
721	2014	2	1000	27
721	2014	2	4000	26
722	2014	2	1000	27
722	2014	2	2000	26
722	2014	2	4000	26
723	2014	2	3000	27
723	2014	2	4000	26
724	2014	2	1000	27
725	2014	2	1000	27
725	2014	2	2000	26
725	2014	2	3000	26
725	2014	2	4000	20
726	2014	2	1000	27
726	2014	2	2000	26
726	2014	2	3000	26
727	2014	2	1000	27
727	2014	2	2000	26
727	2014	2	3000	26
727	2014	2	4000	20
728	2014	2	1000	27
728	2014	2	3000	26
728	2014	2	4000	20
729	2014	2	1000	27
729	2014	2	4000	26
730	2014	2	1000	27
731	2014	2	1000	27
731	2014	2	3000	26
731	2014	2	4000	26
732	2014	2	1000	27
732	2014	2	2000	26
733	2014	2	1000	27
733	2014	2	4000	26
734	2014	2	1000	27
734	2014	2	2000	26
734	2014	2	3000	26
735	2014	2	1000	27
735	2014	2	3000	26
735	2014	2	4000	26
736	2014	2	1000	27
737	2014	2	1000	27
737	2014	2	2000	26
737	2014	2	4000	26
738	2014	2	3000	27
738	2014	2	4000	26
739	2014	2	1000	27
739	2014	2	2000	26
739	2014	2	3000	26
739	2014	2	4000	20
740	2014	2	1000	27
740	2014	2	2000	26
740	2014	2	3000	26
740	2014	2	4000	20
742	2014	2	1000	27
743	2014	2	1000	27
745	2014	2	1000	27
745	2014	2	2000	26
746	2014	2	1000	27
746	2014	2	2000	26
746	2014	2	4000	26
747	2014	2	1000	27
747	2014	2	2000	26
747	2014	2	3000	26
748	2014	2	1000	27
748	2014	2	2000	26
748	2014	2	3000	26
748	2014	2	4000	20
749	2014	2	1000	27
749	2014	2	2000	26
749	2014	2	3000	26
749	2014	2	4000	20
750	2014	2	1000	27
750	2014	2	2000	26
750	2014	2	3000	26
750	2014	2	4000	20
751	2014	2	1000	27
752	2014	2	1000	27
752	2014	2	4000	26
753	2014	2	1000	27
753	2014	2	2000	26
753	2014	2	3000	26
754	2014	2	3000	27
754	2014	2	4000	26
755	2014	2	1000	27
755	2014	2	2000	26
755	2014	2	3000	26
755	2014	2	4000	20
756	2014	2	1000	27
756	2014	2	4000	26
757	2014	2	1000	27
758	2014	2	1000	27
759	2014	2	1000	27
759	2014	2	4000	26
760	2014	2	3000	27
760	2014	2	4000	26
761	2014	2	1000	27
761	2014	2	2000	26
761	2014	2	3000	26
761	2014	2	4000	20
762	2014	2	1000	27
762	2014	2	2000	26
762	2014	2	4000	26
763	2014	2	1000	27
763	2014	2	2000	26
763	2014	2	4000	26
764	2014	2	1000	27
764	2014	2	2000	26
764	2014	2	3000	26
765	2014	2	1000	27
766	2014	2	1000	27
766	2014	2	2000	26
766	2014	2	3000	26
766	2014	2	4000	20
767	2014	2	1000	27
768	2014	2	1000	27
801	2014	2	1000	27
802	2014	2	1000	27
803	2014	2	1000	27
803	2014	2	2000	26
803	2014	2	3000	26
803	2014	2	4000	20
804	2014	2	1000	27
804	2014	2	2000	26
804	2014	2	3000	26
804	2014	2	4000	20
805	2014	2	1000	27
805	2014	2	3000	26
806	2014	2	1000	27
806	2014	2	2000	20
806	2014	2	3000	26
806	2014	2	4000	26
807	2014	2	1000	27
807	2014	2	4000	26
808	2014	2	1000	27
809	2014	2	1000	27
809	2014	2	3000	26
809	2014	2	4000	26
810	2014	2	1000	27
811	2014	2	1000	27
811	2014	2	2000	26
811	2014	2	4000	26
812	2014	2	1000	27
812	2014	2	2000	26
812	2014	2	3000	26
812	2014	2	4000	20
813	2014	2	1000	27
813	2014	2	4000	26
814	2014	2	1000	27
815	2014	2	1000	27
815	2014	2	2000	26
816	2014	2	1000	27
816	2014	2	4000	26
817	2014	2	1000	27
817	2014	2	2000	26
818	2014	2	1000	27
818	2014	2	3000	26
819	2014	2	1000	27
820	2014	2	1000	27
820	2014	2	2000	26
820	2014	2	3000	26
821	2014	2	1000	27
821	2014	2	2000	26
821	2014	2	3000	26
821	2014	2	4000	20
822	2014	2	1000	27
822	2014	2	2000	26
822	2014	2	3000	26
822	2014	2	4000	20
823	2014	2	1000	27
824	2014	2	1000	27
825	2014	2	1000	27
826	2014	2	1000	27
827	2014	2	1000	27
828	2014	2	1000	27
829	2014	2	1000	27
829	2014	2	2000	26
829	2014	2	4000	26
830	2014	2	1000	27
831	2014	2	1000	27
832	2014	2	1000	27
833	2014	2	1000	27
833	2014	2	4000	26
841	2015	2	1000	27
841	2015	2	2000	26
841	2015	2	3000	20
841	2015	2	4000	7
842	2015	2	1000	27
842	2015	2	2000	26
843	2015	2	1000	27
844	2015	2	1000	27
844	2015	2	2000	26
844	2015	2	3000	26
844	2015	2	4000	20
845	2015	2	1000	27
845	2015	2	2000	26
845	2015	2	3000	26
846	2015	2	1000	27
847	2015	2	1000	27
847	2015	2	2000	26
847	2015	2	3000	26
848	2015	2	1000	27
849	2015	2	2000	26
849	2015	2	4000	20
850	2015	2	1000	27
850	2015	2	2000	26
851	2015	2	1000	27
851	2015	2	3000	26
852	2015	2	1000	27
853	2015	2	1000	27
854	2015	2	1000	27
855	2015	2	1000	27
855	2015	2	2000	26
856	2015	2	1000	27
856	2015	2	2000	26
857	2015	2	1000	27
857	2015	2	3000	20
857	2015	2	4000	7
858	2015	2	1000	27
858	2015	2	2000	26
859	2015	2	1000	27
859	2015	2	4000	26
860	2015	2	1000	27
860	2015	2	2000	26
861	2015	2	1000	27
861	2015	2	2000	26
862	2015	2	1000	27
863	2015	2	1000	27
864	2015	2	1000	27
864	2015	2	2000	26
864	2015	2	3000	26
864	2015	2	4000	20
865	2015	2	1000	27
865	2015	2	3000	26
865	2015	2	4000	20
866	2015	2	1000	27
866	2015	2	2000	26
866	2015	2	3000	26
866	2015	2	4000	20
867	2015	2	1000	27
867	2015	2	2000	26
867	2015	2	3000	26
868	2015	2	1000	27
868	2015	2	2000	26
868	2015	2	3000	26
869	2015	2	1000	27
869	2015	2	2000	26
869	2015	2	3000	26
870	2015	2	1000	27
870	2015	2	2000	26
870	2015	2	3000	26
870	2015	2	4000	20
871	2015	2	1000	27
871	2015	2	2000	26
871	2015	2	3000	26
872	2015	2	1000	27
872	2015	2	2000	26
872	2015	2	3000	26
872	2015	2	4000	20
873	2015	2	1000	27
873	2015	2	2000	26
873	2015	2	3000	26
873	2015	2	4000	20
874	2015	2	1000	27
874	2015	2	2000	26
874	2015	2	3000	26
875	2015	2	1000	27
875	2015	2	2000	26
875	2015	2	3000	26
876	2015	2	1000	27
876	2015	2	2000	26
876	2015	2	3000	7
876	2015	2	4000	2
877	2015	2	1000	27
877	2015	2	2000	26
877	2015	2	3000	26
878	2015	2	1000	27
878	2015	2	2000	26
878	2015	2	3000	26
879	2015	2	1000	27
879	2015	2	3000	26
879	2015	2	4000	26
880	2015	2	1000	27
880	2015	2	2000	26
880	2015	2	3000	26
881	2015	2	1000	27
881	2015	2	2000	26
881	2015	2	3000	26
882	2015	2	1000	27
882	2015	2	4000	26
883	2015	2	1000	27
883	2015	2	3000	26
883	2015	2	4000	26
884	2015	2	1000	27
884	2015	2	3000	26
884	2015	2	4000	26
885	2015	2	1000	27
885	2015	2	2000	26
885	2015	2	3000	26
885	2015	2	4000	20
886	2015	2	1000	27
887	2015	2	1000	27
887	2015	2	2000	26
887	2015	2	3000	20
887	2015	2	4000	7
888	2015	2	1000	27
888	2015	2	2000	26
888	2015	2	3000	20
888	2015	2	4000	7
889	2015	2	1000	27
889	2015	2	2000	26
889	2015	2	3000	26
889	2015	2	4000	20
890	2015	2	1000	27
890	2015	2	2000	26
890	2015	2	3000	26
901	2016	2	1000	27
901	2016	2	2000	26
901	2016	2	3000	26
902	2016	2	1000	27
902	2016	2	2000	26
902	2016	2	3000	26
902	2016	2	4000	20
903	2016	2	1000	27
903	2016	2	2000	26
903	2016	2	3000	26
903	2016	2	4000	20
904	2016	2	1000	27
904	2016	2	3000	26
906	2016	2	1000	27
906	2016	2	2000	26
906	2016	2	4000	20
907	2016	2	1000	27
907	2016	2	2000	26
907	2016	2	3000	26
908	2016	2	1000	27
908	2016	2	2000	26
908	2016	2	3000	26
908	2016	2	4000	20
909	2016	2	3000	27
909	2016	2	4000	26
910	2016	2	1000	27
910	2016	2	2000	26
910	2016	2	3000	26
911	2016	2	1000	27
911	2016	2	2000	26
912	2016	2	1000	27
912	2016	2	2000	26
912	2016	2	3000	26
912	2016	2	4000	20
913	2016	2	1000	27
913	2016	2	2000	26
913	2016	2	3000	26
915	2016	2	1000	27
916	2016	2	3000	27
917	2016	2	1000	27
917	2016	2	3000	26
917	2016	2	4000	26
918	2016	2	1000	27
918	2016	2	2000	26
919	2016	2	1000	27
919	2016	2	2000	26
919	2016	2	3000	26
919	2016	2	4000	20
920	2016	2	1000	27
920	2016	2	2000	26
920	2016	2	3000	26
920	2016	2	4000	20
921	2016	2	1000	27
922	2016	2	1000	27
922	2016	2	2000	26
923	2016	2	1000	27
923	2016	2	2000	26
925	2016	2	1000	27
926	2016	2	1000	27
926	2016	2	2000	26
926	2016	2	3000	26
926	2016	2	4000	20
927	2016	2	1000	27
927	2016	2	2000	26
928	2016	2	1000	27
928	2016	2	3000	26
928	2016	2	4000	26
929	2016	2	1000	27
929	2016	2	2000	26
929	2016	2	3000	26
930	2016	2	1000	27
930	2016	2	2000	26
930	2016	2	3000	26
930	2016	2	4000	20
931	2016	2	1000	27
932	2016	2	1000	27
932	2016	2	2000	26
933	2016	2	1000	27
933	2016	2	2000	26
933	2016	2	3000	26
933	2016	2	4000	20
934	2016	2	1000	27
934	2016	2	2000	26
934	2016	2	3000	26
934	2016	2	4000	20
935	2016	2	1000	27
935	2016	2	2000	26
935	2016	2	3000	26
935	2016	2	4000	20
936	2016	2	1000	27
936	2016	2	2000	26
936	2016	2	3000	26
936	2016	2	4000	20
937	2016	2	1000	27
937	2016	2	2000	26
937	2016	2	3000	26
937	2016	2	4000	20
938	2016	2	1000	27
938	2016	2	4000	26
939	2016	2	1000	27
939	2016	2	3000	26
939	2016	2	4000	20
940	2016	2	1000	27
940	2016	2	2000	26
940	2016	2	3000	26
940	2016	2	4000	20
941	2016	2	1000	27
941	2016	2	2000	26
941	2016	2	3000	26
941	2016	2	4000	20
942	2016	2	1000	27
942	2016	2	2000	26
942	2016	2	4000	20
943	2016	2	1000	27
943	2016	2	2000	26
943	2016	2	3000	26
944	2016	2	1000	27
944	2016	2	2000	26
944	2016	2	4000	20
945	2016	2	1000	27
945	2016	2	2000	26
945	2016	2	3000	26
946	2016	2	1000	27
946	2016	2	2000	26
946	2016	2	3000	26
946	2016	2	4000	20
947	2016	2	1000	27
947	2016	2	2000	26
947	2016	2	3000	26
947	2016	2	4000	20
948	2016	2	1000	27
948	2016	2	2000	26
948	2016	2	3000	26
948	2016	2	4000	20
949	2016	2	1000	27
949	2016	2	2000	26
949	2016	2	3000	26
950	2016	2	1000	27
950	2016	2	2000	26
950	2016	2	3000	26
951	2016	2	1000	27
951	2016	2	2000	26
951	2016	2	4000	26
952	2016	2	1000	27
952	2016	2	2000	26
952	2016	2	3000	26
952	2016	2	4000	20
953	2016	2	1000	27
953	2016	2	2000	26
953	2016	2	3000	26
953	2016	2	4000	20
954	2016	2	1000	27
954	2016	2	2000	26
954	2016	2	3000	26
954	2016	2	4000	20
955	2016	2	1000	27
955	2016	2	2000	26
955	2016	2	3000	26
955	2016	2	4000	20
956	2016	2	1000	27
956	2016	2	2000	26
956	2016	2	3000	26
956	2016	2	4000	20
957	2016	2	1000	27
957	2016	2	2000	26
957	2016	2	3000	26
957	2016	2	4000	20
958	2016	2	1000	27
958	2016	2	2000	26
958	2016	2	3000	26
959	2016	2	1000	27
959	2016	2	2000	26
959	2016	2	3000	26
959	2016	2	4000	20
960	2016	2	1000	27
960	2016	2	3000	26
961	2016	2	1000	27
961	2016	2	2000	26
961	2016	2	4000	26
962	2016	2	1000	27
962	2016	2	4000	26
963	2016	2	1000	27
963	2016	2	2000	26
963	2016	2	3000	26
963	2016	2	4000	20
964	2016	2	1000	27
964	2016	2	2000	26
964	2016	2	3000	26
965	2016	2	1000	27
965	2016	2	2000	26
965	2016	2	3000	26
966	2016	2	1000	27
966	2016	2	2000	26
966	2016	2	3000	26
966	2016	2	4000	20
