plot_id	year	period	height_class	number_of_tree_species
104	2013	2	1000	27
104	2013	2	2000	26
104	2013	2	3000	26
104	2013	2	4000	20
105	2013	2	1000	27
105	2013	2	2000	26
105	2013	2	3000	26
105	2013	2	4000	20
106	2013	2	1000	27
106	2013	2	2000	26
106	2013	2	3000	26
106	2013	2	4000	20
107	2013	2	1000	27
107	2013	2	2000	26
107	2013	2	3000	26
107	2013	2	4000	20
108	2013	2	1000	27
108	2013	2	2000	26
108	2013	2	3000	26
108	2013	2	4000	20
109	2013	2	1000	27
109	2013	2	2000	26
109	2013	2	3000	26
109	2013	2	4000	20
110	2013	2	1000	27
110	2013	2	2000	26
110	2013	2	3000	26
110	2013	2	4000	20
111	2013	2	1000	27
111	2013	2	2000	26
111	2013	2	3000	26
111	2013	2	4000	20
112	2013	2	1000	27
112	2013	2	2000	26
112	2013	2	3000	26
112	2013	2	4000	20
113	2013	2	1000	27
113	2013	2	2000	26
113	2013	2	3000	26
113	2013	2	4000	20
114	2013	2	1000	27
114	2013	2	2000	26
114	2013	2	3000	26
114	2013	2	4000	20
115	2013	2	1000	27
115	2013	2	2000	26
115	2013	2	3000	26
115	2013	2	4000	20
116	2013	2	1000	27
116	2013	2	2000	26
116	2013	2	3000	26
116	2013	2	4000	20
117	2013	2	1000	27
117	2013	2	2000	26
117	2013	2	3000	26
117	2013	2	4000	20
118	2013	2	1000	27
118	2013	2	2000	26
118	2013	2	3000	26
118	2013	2	4000	20
119	2013	2	1000	27
119	2013	2	2000	26
119	2013	2	3000	26
119	2013	2	4000	20
120	2013	2	1000	27
120	2013	2	2000	26
120	2013	2	3000	26
120	2013	2	4000	20
121	2013	2	1000	27
121	2013	2	2000	26
121	2013	2	3000	26
121	2013	2	4000	20
122	2013	2	1000	27
122	2013	2	2000	26
122	2013	2	3000	26
122	2013	2	4000	20
123	2013	2	1000	27
123	2013	2	2000	26
123	2013	2	3000	26
123	2013	2	4000	20
124	2013	2	1000	27
124	2013	2	2000	26
124	2013	2	3000	26
124	2013	2	4000	20
125	2013	2	1000	27
125	2013	2	2000	26
125	2013	2	3000	26
125	2013	2	4000	20
127	2013	2	1000	27
127	2013	2	4000	7
128	2013	2	1000	27
128	2013	2	2000	26
128	2013	2	3000	26
128	2013	2	4000	20
129	2013	2	1000	27
129	2013	2	3000	26
130	2013	2	3000	27
131	2013	2	1000	27
131	2013	2	2000	26
131	2013	2	3000	26
131	2013	2	4000	20
132	2013	2	1000	27
132	2013	2	2000	26
132	2013	2	3000	26
132	2013	2	4000	20
133	2013	2	1000	27
133	2013	2	2000	26
133	2013	2	3000	26
133	2013	2	4000	20
134	2013	2	1000	27
134	2013	2	2000	26
134	2013	2	3000	26
134	2013	2	4000	20
135	2013	2	1000	27
135	2013	2	2000	26
135	2013	2	3000	26
135	2013	2	4000	20
136	2013	2	1000	27
136	2013	2	2000	26
136	2013	2	3000	26
136	2013	2	4000	20
137	2013	2	1000	27
137	2013	2	2000	26
137	2013	2	3000	26
137	2013	2	4000	20
138	2013	2	1000	27
138	2013	2	2000	26
138	2013	2	3000	26
138	2013	2	4000	20
139	2013	2	1000	27
139	2013	2	2000	26
139	2013	2	3000	26
139	2013	2	4000	20
140	2013	2	1000	27
140	2013	2	2000	26
140	2013	2	3000	26
140	2013	2	4000	20
141	2013	2	1000	27
142	2013	2	1000	27
142	2013	2	2000	26
142	2013	2	3000	26
142	2013	2	4000	20
143	2013	2	1000	27
143	2013	2	2000	26
143	2013	2	3000	26
143	2013	2	4000	20
144	2013	2	1000	27
144	2013	2	2000	26
144	2013	2	3000	26
144	2013	2	4000	20
145	2013	2	1000	27
145	2013	2	2000	26
145	2013	2	3000	26
145	2013	2	4000	20
146	2013	2	1000	27
146	2013	2	2000	26
146	2013	2	3000	26
146	2013	2	4000	20
147	2013	2	1000	27
147	2013	2	2000	26
147	2013	2	3000	26
147	2013	2	4000	20
148	2013	2	1000	27
148	2013	2	2000	26
148	2013	2	3000	26
148	2013	2	4000	20
401	2013	2	1000	27
401	2013	2	2000	26
401	2013	2	3000	26
401	2013	2	4000	20
402	2013	2	1000	27
402	2013	2	2000	26
402	2013	2	3000	26
402	2013	2	4000	20
403	2013	2	1000	27
403	2013	2	2000	26
403	2013	2	3000	26
403	2013	2	4000	20
404	2013	2	1000	27
404	2013	2	2000	26
404	2013	2	3000	26
404	2013	2	4000	20
405	2013	2	1000	27
405	2013	2	2000	26
405	2013	2	3000	26
405	2013	2	4000	20
406	2013	2	1000	27
406	2013	2	2000	26
406	2013	2	3000	26
406	2013	2	4000	20
407	2013	2	1000	27
407	2013	2	2000	26
407	2013	2	3000	26
407	2013	2	4000	20
408	2013	2	1000	27
408	2013	2	2000	26
408	2013	2	3000	26
408	2013	2	4000	20
409	2013	2	1000	27
409	2013	2	2000	26
409	2013	2	3000	26
409	2013	2	4000	20
410	2013	2	1000	27
410	2013	2	2000	26
410	2013	2	3000	26
410	2013	2	4000	20
411	2013	2	1000	27
411	2013	2	2000	26
411	2013	2	3000	26
411	2013	2	4000	20
412	2013	2	1000	27
412	2013	2	2000	26
412	2013	2	3000	26
412	2013	2	4000	20
413	2013	2	1000	27
413	2013	2	2000	26
413	2013	2	3000	26
413	2013	2	4000	20
414	2013	2	1000	27
414	2013	2	2000	26
414	2013	2	3000	26
414	2013	2	4000	20
415	2013	2	1000	27
415	2013	2	2000	26
415	2013	2	3000	26
415	2013	2	4000	20
416	2013	2	1000	27
416	2013	2	2000	26
416	2013	2	3000	26
416	2013	2	4000	20
417	2013	2	1000	27
417	2013	2	2000	26
417	2013	2	3000	26
417	2013	2	4000	20
418	2013	2	1000	27
418	2013	2	2000	26
418	2013	2	3000	26
418	2013	2	4000	20
419	2013	2	1000	27
419	2013	2	2000	26
419	2013	2	3000	26
419	2013	2	4000	20
420	2013	2	1000	27
420	2013	2	2000	26
420	2013	2	3000	26
420	2013	2	4000	20
421	2013	2	1000	27
421	2013	2	2000	26
421	2013	2	3000	26
421	2013	2	4000	20
422	2013	2	1000	27
422	2013	2	2000	26
422	2013	2	3000	26
422	2013	2	4000	20
423	2013	2	1000	27
423	2013	2	2000	26
423	2013	2	3000	26
423	2013	2	4000	20
425	2013	2	1000	27
425	2013	2	2000	26
425	2013	2	3000	26
425	2013	2	4000	20
427	2013	2	1000	27
427	2013	2	2000	26
427	2013	2	3000	26
427	2013	2	4000	20
428	2013	2	1000	27
428	2013	2	2000	26
428	2013	2	3000	26
428	2013	2	4000	20
429	2013	2	1000	27
429	2013	2	2000	26
429	2013	2	3000	26
429	2013	2	4000	20
430	2013	2	1000	27
430	2013	2	2000	26
430	2013	2	3000	26
430	2013	2	4000	20
431	2013	2	1000	27
431	2013	2	2000	26
431	2013	2	3000	26
431	2013	2	4000	20
432	2013	2	1000	27
432	2013	2	2000	26
432	2013	2	3000	26
432	2013	2	4000	20
433	2013	2	1000	26
433	2013	2	2000	26
433	2013	2	3000	20
433	2013	2	4000	7
434	2013	2	1000	27
434	2013	2	2000	26
434	2013	2	3000	26
434	2013	2	4000	20
435	2013	2	1000	27
435	2013	2	2000	26
435	2013	2	3000	26
435	2013	2	4000	20
436	2013	2	1000	27
436	2013	2	2000	26
436	2013	2	3000	26
436	2013	2	4000	20
437	2013	2	1000	27
437	2013	2	2000	26
437	2013	2	3000	26
437	2013	2	4000	20
438	2013	2	1000	27
438	2013	2	2000	26
438	2013	2	3000	26
438	2013	2	4000	20
439	2013	2	1000	27
439	2013	2	2000	26
439	2013	2	3000	26
439	2013	2	4000	20
440	2013	2	1000	27
440	2013	2	2000	26
440	2013	2	3000	26
440	2013	2	4000	20
441	2013	2	1000	27
441	2013	2	2000	26
441	2013	2	3000	26
441	2013	2	4000	20
442	2013	2	1000	27
442	2013	2	2000	26
442	2013	2	3000	26
442	2013	2	4000	20
443	2013	2	1000	27
443	2013	2	2000	26
443	2013	2	3000	26
443	2013	2	4000	20
444	2013	2	1000	27
444	2013	2	2000	26
444	2013	2	3000	26
444	2013	2	4000	20
445	2013	2	1000	27
445	2013	2	2000	26
445	2013	2	3000	26
445	2013	2	4000	20
446	2013	2	1000	27
446	2013	2	2000	26
446	2013	2	3000	26
446	2013	2	4000	20
447	2013	2	1000	27
447	2013	2	2000	26
447	2013	2	3000	26
447	2013	2	4000	20
448	2013	2	1000	27
448	2013	2	2000	26
448	2013	2	3000	26
448	2013	2	4000	20
449	2013	2	1000	27
449	2013	2	2000	26
449	2013	2	3000	26
449	2013	2	4000	20
450	2013	2	1000	27
450	2013	2	2000	26
450	2013	2	3000	26
450	2013	2	4000	20
451	2013	2	1000	27
451	2013	2	2000	26
451	2013	2	3000	26
451	2013	2	4000	20
452	2013	2	1000	27
452	2013	2	2000	26
452	2013	2	3000	26
452	2013	2	4000	20
453	2013	2	1000	27
453	2013	2	2000	26
453	2013	2	3000	26
453	2013	2	4000	20
454	2013	2	1000	27
454	2013	2	2000	26
454	2013	2	3000	26
454	2013	2	4000	20
455	2013	2	1000	27
455	2013	2	2000	26
455	2013	2	3000	26
455	2013	2	4000	20
456	2013	2	1000	27
456	2013	2	2000	26
456	2013	2	3000	26
456	2013	2	4000	20
457	2013	2	1000	27
457	2013	2	2000	26
457	2013	2	3000	26
457	2013	2	4000	20
458	2013	2	1000	27
458	2013	2	2000	26
458	2013	2	3000	26
458	2013	2	4000	20
459	2013	2	1000	27
459	2013	2	2000	26
459	2013	2	3000	26
459	2013	2	4000	20
460	2013	2	1000	27
460	2013	2	2000	26
460	2013	2	3000	26
460	2013	2	4000	20
461	2013	2	1000	27
461	2013	2	2000	26
461	2013	2	3000	26
461	2013	2	4000	20
462	2013	2	1000	27
462	2013	2	2000	26
462	2013	2	3000	26
462	2013	2	4000	20
463	2013	2	1000	27
463	2013	2	2000	26
463	2013	2	3000	26
463	2013	2	4000	20
464	2013	2	1000	27
464	2013	2	2000	26
464	2013	2	3000	26
464	2013	2	4000	20
465	2013	2	1000	27
465	2013	2	2000	26
465	2013	2	3000	26
465	2013	2	4000	20
466	2013	2	1000	27
466	2013	2	2000	26
466	2013	2	3000	26
466	2013	2	4000	20
467	2013	2	1000	27
467	2013	2	2000	26
467	2013	2	3000	26
467	2013	2	4000	20
468	2013	2	1000	27
468	2013	2	2000	26
468	2013	2	3000	26
468	2013	2	4000	20
469	2013	2	1000	27
469	2013	2	2000	26
469	2013	2	3000	26
469	2013	2	4000	20
470	2013	2	1000	27
470	2013	2	2000	26
470	2013	2	3000	26
470	2013	2	4000	20
471	2013	2	1000	27
471	2013	2	2000	26
471	2013	2	3000	26
471	2013	2	4000	20
472	2013	2	1000	27
472	2013	2	2000	26
472	2013	2	3000	26
472	2013	2	4000	20
473	2013	2	1000	27
473	2013	2	2000	26
473	2013	2	3000	26
473	2013	2	4000	20
474	2013	2	1000	27
474	2013	2	2000	26
474	2013	2	3000	26
474	2013	2	4000	20
475	2013	2	1000	7
475	2013	2	2000	2
475	2013	2	3000	2
475	2013	2	4000	1
476	2013	2	1000	27
476	2013	2	2000	26
476	2013	2	3000	26
476	2013	2	4000	20
477	2013	2	1000	27
477	2013	2	2000	26
477	2013	2	3000	26
477	2013	2	4000	20
478	2013	2	1000	27
478	2013	2	2000	26
478	2013	2	3000	20
478	2013	2	4000	7
479	2013	2	1000	27
479	2013	2	2000	26
479	2013	2	3000	26
479	2013	2	4000	20
480	2013	2	1000	27
480	2013	2	2000	26
480	2013	2	3000	26
480	2013	2	4000	20
481	2013	2	1000	27
481	2013	2	2000	26
481	2013	2	3000	26
481	2013	2	4000	20
483	2013	2	1000	27
483	2013	2	2000	26
483	2013	2	3000	26
483	2013	2	4000	20
484	2013	2	1000	27
484	2013	2	2000	26
484	2013	2	3000	26
484	2013	2	4000	20
485	2013	2	1000	27
485	2013	2	2000	26
485	2013	2	3000	26
485	2013	2	4000	20
486	2013	2	1000	27
486	2013	2	2000	26
486	2013	2	3000	26
486	2013	2	4000	20
487	2013	2	1000	27
487	2013	2	2000	26
487	2013	2	3000	26
487	2013	2	4000	20
488	2013	2	1000	27
488	2013	2	2000	26
488	2013	2	3000	26
488	2013	2	4000	20
489	2013	2	1000	27
489	2013	2	2000	26
489	2013	2	3000	26
489	2013	2	4000	20
490	2013	2	1000	27
490	2013	2	2000	26
490	2013	2	3000	26
490	2013	2	4000	20
491	2013	2	1000	27
491	2013	2	2000	26
491	2013	2	3000	26
491	2013	2	4000	20
492	2013	2	1000	27
