plot_id,forest_reserve_fieldmap,SiteName,SubArea,Management,Beheer,Management_type,plot_unmanaged_since,reserve_unmanaged_since,reserve_establishment_yr,last_commercial_intervention,EUNIS_EEA_category,EUNIS_EEA_foresttype,PNV_Bohn,Habtype,S1_fisheyedate,LAI_1ste,VisSky_1st
141,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,4.348,0.025
142,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,3.048,0.047
143,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,3.108,0.045
144,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,2.98,0.051
145,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,2.782,0.086
146,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,2.976,0.061
147,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,4.525,0.043
148,Everzwijnbad,Meerdaalwoud,Everzwijnbad SFR,unmanaged,0-beheer,Non-intervention,1995,2000,1995,1994,5,5.1,F3,9160,2002-08-20T00:00:00Z,3.706,0.034
200,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
201,,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,,,,14,14.1,F1a,RBB-ppm,,0,0
202,,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,,,,14,14.1,F1a,RBB-ppm,,0,0
203,,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,,,,14,14.1,F1a,RBB-ppm,,0,0
204,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
205,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
206,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
207,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
208,,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,,,,14,14.1,F1a,RBB-ppm,,0,0
209,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
210,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
211,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
212,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
213,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
214,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
215,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
216,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
217,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
218,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
219,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
220,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
221,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
222,,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,,,,14,14.1,F1a,RBB-ppm,,0,0
223,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
224,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
225,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
226,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
227,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
228,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
229,Withoefse heide,Grenspark Kalmthoutse Heide,Withoefse Heide,unmanaged,0-beheer,Non-intervention,1943,1943,1994,none,14,14.1,F1a,RBB-ppm,,0,0
400,,Wijnendalebos,SFR,mowed path,gemaaid pad,Mowed path,,,,,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.16,0.1
401,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.217,0.106
402,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-08T00:00:00Z,2.192,0.106
403,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.235,0.103
404,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.499,0.087
405,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,3.363,0.048
406,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.799,0.093
407,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-08T00:00:00Z,2.281,0.117
408,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.449,0.09
409,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,5.188,0.072
410,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,4.99,0.09
411,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,3.126,0.103
412,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.372,0.107
413,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.531,0.079
414,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,3.597,0.101
415,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.8,0.054
416,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.963,0.095
417,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.146,0.104
418,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.516,0.089
419,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.399,0.089
420,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.596,0.085
421,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.458,0.096
422,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,3.489,0.096
423,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-31T00:00:00Z,2.279,0.095
424,,Wijnendalebos,SFR,mowed path,gemaaid pad,Mowed path,,,,,6,6.2,F1a,9120,2002-07-31T00:00:00Z,2.659,0.079
425,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-08T00:00:00Z,2.683,0.108
426,,Wijnendalebos,SFR,mowed path,gemaaid pad,Mowed path,,,,,6,6.2,F1a,9120,2002-07-31T00:00:00Z,2.008,0.182
427,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-08T00:00:00Z,2.254,0.098
428,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-01T00:00:00Z,2.518,0.076
429,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-08T00:00:00Z,2.364,0.12
430,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,3.108,0.094
431,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.315,0.096
432,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.445,0.081
433,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.339,0.095
434,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.031,0.126
435,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.594,0.08
436,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.856,0.107
437,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.549,0.15
438,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.867,0.083
439,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.119,0.106
440,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.436,0.106
441,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.688,0.102
442,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.197,0.115
443,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.488,0.081
444,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.327,0.109
445,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,3.039,0.081
446,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,3.08,0.092
447,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.119,0.116
448,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.322,0.09
449,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-07T00:00:00Z,2.83,0.084
450,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,3.969,0.094
451,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.555,0.095
452,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,3.697,0.089
453,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.995,0.13
454,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.211,0.099
455,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.202,0.098
456,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.033,0.117
457,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.228,0.096
458,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.29,0.138
459,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.202,0.11
460,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.57,0.073
461,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.528,0.091
462,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,3.229,0.089
463,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.151,0.102
464,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,1.742,0.185
465,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-07-26T00:00:00Z,2.339,0.095
466,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,1985,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.088,0.109
467,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.516,0.073
468,Wijnendalebos,Wijnendalebos,SFR,unmanaged,0-beheer,Non-intervention,2001,2001,1996,1984,6,6.2,F1a,9120,2002-08-14T00:00:00Z,2.963,0.101
