ID	Value1	Value2	Value3	OrderField	Active
10	10 : individuele boom	10: individual tree	NA	NA	1
11	11 : opgr spil	11: secondary shoot	NA	NA	1
12	12 : hkh spil	12: coppice shoot	NA	NA	1
