plot_id	year	period	number_of_trees_ha	stem_number_ha	basal_area_alive_m2_ha	vol_alive_m3_ha	vol_bole_alive_m3_ha
11000	2000	1	214.133333333333	214.133333333333	3.2622821713652	32.1031565920525	25.5375156210005
