plot_id	year	period	height_class	species	min_number_of_trees_ha	max_number_of_trees_ha
101	2002	1	3000	7	NA	NA
101	2002	1	3000	16	NA	NA
101	2002	1	3000	39	NA	NA
101	2002	1	5000	7	NA	NA
101	2002	1	5000	16	NA	NA
101	2002	1	5000	24	NA	NA
101	2002	1	5000	28	NA	NA
101	2002	1	5000	64	NA	NA
101	2002	1	5000	87	NA	NA
102	2002	1	3000	14	NA	NA
102	2002	1	3000	28	NA	NA
102	2002	1	3000	39	NA	NA
102	2002	1	3000	54	NA	NA
102	2002	1	3000	87	NA	NA
102	2002	1	5000	16	NA	NA
102	2002	1	5000	20	NA	NA
102	2002	1	5000	54	NA	NA
102	2002	1	5000	87	NA	NA
103	2002	1	3000	14	NA	NA
103	2002	1	3000	16	NA	NA
103	2002	1	3000	69	157.193158953722	157.193158953722
103	2002	1	5000	16	NA	NA
103	2002	1	5000	69	NA	NA
103	2002	1	5000	87	NA	NA
104	2002	1	3000	14	NA	NA
104	2002	1	3000	16	NA	NA
104	2002	1	3000	39	NA	NA
104	2002	1	5000	14	NA	NA
104	2002	1	5000	16	NA	NA
104	2002	1	5000	54	NA	NA
104	2002	1	5000	87	NA	NA
105	2002	1	3000	7	NA	NA
105	2002	1	5000	16	NA	NA
105	2002	1	5000	77	NA	NA
105	2002	1	5000	87	NA	NA
106	2002	1	3000	16	NA	NA
106	2002	1	5000	16	NA	NA
106	2002	1	5000	28	NA	NA
106	2002	1	5000	64	NA	NA
106	2002	1	5000	87	NA	NA
107	2002	1	5000	16	NA	NA
107	2002	1	5000	87	NA	NA
108	2002	1	5000	16	NA	NA
108	2002	1	5000	31	NA	NA
109	2002	1	3000	16	NA	NA
109	2002	1	3000	28	NA	NA
109	2002	1	5000	14	NA	NA
109	2002	1	5000	16	NA	NA
110	2002	1	3000	7	NA	NA
110	2002	1	5000	7	NA	NA
110	2002	1	5000	16	NA	NA
110	2002	1	5000	87	NA	NA
111	2002	1	5000	87	NA	NA
113	2002	1	3000	7	NA	NA
113	2002	1	3000	16	NA	NA
113	2002	1	5000	7	NA	NA
113	2002	1	5000	16	NA	NA
113	2002	1	5000	87	NA	NA
114	2002	1	3000	16	NA	NA
114	2002	1	5000	16	NA	NA
115	2002	1	5000	16	NA	NA
115	2002	1	5000	28	NA	NA
116	2002	1	3000	16	NA	NA
116	2002	1	3000	39	NA	NA
116	2002	1	5000	16	NA	NA
116	2002	1	5000	87	NA	NA
117	2002	1	3000	7	NA	NA
117	2002	1	3000	16	NA	NA
117	2002	1	3000	24	NA	NA
117	2002	1	3000	39	NA	NA
117	2002	1	5000	3	NA	NA
117	2002	1	5000	16	NA	NA
117	2002	1	5000	28	NA	NA
117	2002	1	5000	31	NA	NA
118	2002	1	5000	7	NA	NA
118	2002	1	5000	16	NA	NA
118	2002	1	5000	28	NA	NA
118	2002	1	5000	87	NA	NA
119	2002	1	3000	28	NA	NA
119	2002	1	5000	16	NA	NA
119	2002	1	5000	28	NA	NA
120	2002	1	3000	24	NA	NA
120	2002	1	5000	7	NA	NA
120	2002	1	5000	16	NA	NA
121	2002	1	5000	7	NA	NA
121	2002	1	5000	16	NA	NA
123	2002	1	3000	28	NA	NA
123	2002	1	5000	16	NA	NA
123	2002	1	5000	87	NA	NA
124	2002	1	5000	16	NA	NA
124	2002	1	5000	87	NA	NA
125	2002	1	3000	9	NA	NA
125	2002	1	5000	7	NA	NA
125	2002	1	5000	28	NA	NA
125	2002	1	5000	31	NA	NA
125	2002	1	5000	87	NA	NA
126	2002	1	5000	16	NA	NA
127	2002	1	3000	16	NA	NA
127	2002	1	3000	28	NA	NA
127	2002	1	5000	63	NA	NA
128	2002	1	5000	16	NA	NA
128	2002	1	5000	28	NA	NA
128	2002	1	5000	87	NA	NA
129	2002	1	3000	16	NA	NA
129	2002	1	5000	16	NA	NA
131	2002	1	5000	16	NA	NA
132	2002	1	3000	7	NA	NA
132	2002	1	3000	16	NA	NA
132	2002	1	3000	28	NA	NA
132	2002	1	5000	7	NA	NA
132	2002	1	5000	16	NA	NA
132	2002	1	5000	28	NA	NA
132	2002	1	5000	87	NA	NA
133	2002	1	5000	16	NA	NA
134	2002	1	3000	16	NA	NA
134	2002	1	5000	16	NA	NA
136	2002	1	3000	7	NA	NA
136	2002	1	3000	16	NA	NA
136	2002	1	5000	7	NA	NA
136	2002	1	5000	16	NA	NA
136	2002	1	5000	87	NA	NA
137	2002	1	3000	16	NA	NA
137	2002	1	5000	16	NA	NA
138	2002	1	5000	4	NA	NA
138	2002	1	5000	15	3301.05633802817	6287.72635814889
138	2002	1	5000	16	NA	NA
138	2002	1	5000	87	157.193158953722	157.193158953722
139	2002	1	3000	14	157.193158953722	157.193158953722
139	2002	1	3000	15	1729.12474849095	3143.86317907445
139	2002	1	3000	16	NA	NA
139	2002	1	3000	24	NA	NA
139	2002	1	3000	27	NA	NA
139	2002	1	3000	64	NA	NA
139	2002	1	3000	87	NA	NA
139	2002	1	5000	16	NA	NA
139	2002	1	5000	28	NA	NA
139	2002	1	5000	40	NA	NA
139	2002	1	5000	69	157.193158953722	157.193158953722
139	2002	1	5000	87	NA	NA
140	2002	1	5000	9	157.193158953722	157.193158953722
140	2002	1	5000	14	3301.05633802817	6287.72635814889
140	2002	1	5000	15	9588.78269617706	15719.3158953722
140	2002	1	5000	16	NA	NA
140	2002	1	5000	24	1729.12474849095	3143.86317907445
140	2002	1	5000	69	157.193158953722	157.193158953722
140	2002	1	5000	87	NA	NA
141	2002	1	5000	16	NA	NA
142	2002	1	3000	7	NA	NA
142	2002	1	3000	31	NA	NA
142	2002	1	5000	87	NA	NA
143	2002	1	5000	16	NA	NA
144	2002	1	3000	7	NA	NA
144	2002	1	3000	28	NA	NA
144	2002	1	5000	7	NA	NA
144	2002	1	5000	15	NA	NA
144	2002	1	5000	31	NA	NA
145	2002	1	3000	7	NA	NA
145	2002	1	3000	16	NA	NA
145	2002	1	5000	7	NA	NA
145	2002	1	5000	16	NA	NA
145	2002	1	5000	87	NA	NA
146	2002	1	5000	16	NA	NA
147	2002	1	3000	16	NA	NA
147	2002	1	3000	27	NA	NA
147	2002	1	3000	28	NA	NA
147	2002	1	5000	7	NA	NA
147	2002	1	5000	16	NA	NA
147	2002	1	5000	87	NA	NA
401	2003	1	3000	7	NA	NA
402	2003	1	3000	64	NA	NA
402	2003	1	5000	15	NA	NA
402	2003	1	5000	64	NA	NA
402	2003	1	5000	87	NA	NA
403	2003	1	5000	14	NA	NA
403	2003	1	5000	16	NA	NA
403	2003	1	5000	87	NA	NA
404	2003	1	5000	14	NA	NA
404	2003	1	5000	16	NA	NA
404	2003	1	5000	87	NA	NA
405	2003	1	3000	16	NA	NA
405	2003	1	5000	14	NA	NA
405	2003	1	5000	16	NA	NA
406	2003	1	3000	7	NA	NA
406	2003	1	3000	16	NA	NA
406	2003	1	3000	87	NA	NA
406	2003	1	5000	14	NA	NA
409	2003	1	5000	14	NA	NA
409	2003	1	5000	16	NA	NA
410	2003	1	5000	14	157.193158953722	157.193158953722
410	2003	1	5000	15	1729.12474849095	3143.86317907445
410	2003	1	5000	16	NA	NA
410	2003	1	5000	24	NA	NA
410	2003	1	5000	27	NA	NA
410	2003	1	5000	64	NA	NA
410	2003	1	5000	87	NA	NA
414	2003	1	3000	16	NA	NA
415	2003	1	5000	14	NA	NA
415	2003	1	5000	16	NA	NA
416	2003	1	5000	15	NA	NA
417	2003	1	5000	15	NA	NA
417	2003	1	5000	16	NA	NA
418	2003	1	3000	14	NA	NA
418	2003	1	3000	16	NA	NA
418	2003	1	3000	23	NA	NA
418	2003	1	3000	69	NA	NA
418	2003	1	5000	7	NA	NA
418	2003	1	5000	14	NA	NA
418	2003	1	5000	16	NA	NA
418	2003	1	5000	64	NA	NA
418	2003	1	5000	69	NA	NA
418	2003	1	5000	87	NA	NA
419	2003	1	5000	7	NA	NA
419	2003	1	5000	16	NA	NA
419	2003	1	5000	24	NA	NA
419	2003	1	5000	28	NA	NA
419	2003	1	5000	64	NA	NA
419	2003	1	5000	87	NA	NA
420	2003	1	5000	14	NA	NA
420	2003	1	5000	16	NA	NA
420	2003	1	5000	64	NA	NA
423	2003	1	3000	14	NA	NA
423	2003	1	3000	24	NA	NA
427	2003	1	5000	64	NA	NA
428	2003	1	5000	64	NA	NA
431	2003	1	5000	16	NA	NA
439	2003	1	5000	14	NA	NA
443	2003	1	5000	16	NA	NA
445	2003	1	5000	14	NA	NA
445	2003	1	5000	16	NA	NA
446	2003	1	3000	16	NA	NA
446	2003	1	3000	83	NA	NA
448	2003	1	3000	16	NA	NA
448	2003	1	5000	14	NA	NA
448	2003	1	5000	16	NA	NA
448	2003	1	5000	87	NA	NA
449	2003	1	3000	16	NA	NA
449	2003	1	5000	14	NA	NA
449	2003	1	5000	16	NA	NA
454	2003	1	5000	14	NA	NA
454	2003	1	5000	16	NA	NA
456	2003	1	5000	4	NA	NA
456	2003	1	5000	14	157.193158953722	157.193158953722
456	2003	1	5000	15	9588.78269617706	15719.3158953722
456	2003	1	5000	16	NA	NA
456	2003	1	5000	87	NA	NA
457	2003	1	3000	9	314.386317907445	785.965794768612
457	2003	1	3000	16	NA	NA
457	2003	1	3000	64	NA	NA
458	2003	1	5000	16	NA	NA
458	2003	1	5000	27	NA	NA
458	2003	1	5000	32	NA	NA
458	2003	1	5000	40	NA	NA
458	2003	1	5000	64	NA	NA
458	2003	1	5000	69	157.193158953722	157.193158953722
460	2003	1	5000	16	NA	NA
460	2003	1	5000	28	NA	NA
460	2003	1	5000	31	NA	NA
463	2003	1	5000	64	NA	NA
473	2003	1	5000	87	NA	NA
476	2003	1	3000	69	NA	NA
477	2003	1	5000	16	NA	NA
477	2003	1	5000	64	NA	NA
479	2003	1	3000	16	NA	NA
479	2003	1	5000	16	NA	NA
480	2003	1	5000	7	NA	NA
480	2003	1	5000	15	NA	NA
480	2003	1	5000	31	NA	NA
483	2003	1	5000	64	NA	NA
483	2003	1	5000	69	NA	NA
485	2003	1	5000	14	NA	NA
489	2003	1	3000	69	NA	NA
490	2003	1	3000	14	NA	NA
490	2003	1	3000	69	NA	NA
492	2003	1	3000	14	NA	NA
492	2003	1	3000	16	NA	NA
492	2003	1	3000	27	NA	NA
492	2003	1	3000	28	NA	NA
492	2003	1	3000	69	157.193158953722	157.193158953722
492	2003	1	3000	87	NA	NA
493	2003	1	3000	14	943.158953722334	1571.93158953722
493	2003	1	3000	16	3301.05633802817	6287.72635814889
493	2003	1	3000	28	NA	NA
493	2003	1	3000	87	157.193158953722	157.193158953722
493	2003	1	5000	14	NA	NA
493	2003	1	5000	16	NA	NA
493	2003	1	5000	69	NA	NA
494	2003	1	3000	31	NA	NA
494	2003	1	3000	69	NA	NA
494	2003	1	5000	69	NA	NA
494	2003	1	5000	87	NA	NA
495	2003	1	3000	23	NA	NA
495	2003	1	3000	83	NA	NA
495	2003	1	5000	16	NA	NA
495	2003	1	5000	28	NA	NA
495	2003	1	5000	86	NA	NA
497	2003	1	5000	14	NA	NA
497	2003	1	5000	64	NA	NA
498	2003	1	5000	87	NA	NA
499	2003	1	5000	14	NA	NA
499	2003	1	5000	64	NA	NA
499	2003	1	5000	87	NA	NA
501	2003	1	5000	64	NA	NA
504	2003	1	3000	16	NA	NA
507	2003	1	3000	28	NA	NA
507	2003	1	3000	69	NA	NA
