plot_id	year	period	species	number_of_trees_ha	stem_number_ha	basal_area_alive_m2_ha	vol_alive_m3_ha	vol_bole_alive_m3_ha
11000	2000	1	7	212.666666666667	212.666666666667	3.22909909896166	31.8043645748431	25.2709977713569
11000	2000	1	27	1.46666666666667	1.46666666666667	0.0331830724035422	0.298792017209391	0.266517849643552
