plot_id	year	period	dbh_class_cm	stem_number_ha	basal_area_alive_m2_ha	vol_alive_m3_ha	vol_bole_alive_m3_ha
11000	2000	1	10 - 20 cm	88.9333333333333	1.57158172495829	13.3245977486249	11.828606473709
11000	2000	1	20 - 30 cm	25.4666666666667	1.25009207674094	13.5059808221927	12.6296227687657
11000	2000	1	5 - 10 cm	99.7333333333333	0.440608369665968	5.27257802123497	1.07928637852577
