plottype,plot_id,year,period,species,vol_bole_m3_ha_alive,vol_large_branches_m3_ha_alive,vol_stump_m3_ha_alive,vol_top_m3_ha_alive,vol_tot_standing_agb_m3_ha_alive,vol_tot_standing_bgb_m3_ha_alive,biomass_standing_agb_t_ha_alive,biomass_standing_bgb_t_ha_alive,biomass_standing_t_ha_alive,carbon_standing_agb_t_ha_alive,carbon_standing_bgb_t_ha_alive,carbon_standing_t_ha_alive,vol_bole_m3_ha_dead,vol_large_branches_m3_ha_dead,vol_stump_m3_ha_dead,vol_top_m3_ha_dead,vol_tot_standing_agb_m3_ha_dead,vol_tot_standing_bgb_m3_ha_dead,biomass_standing_agb_t_ha_dead,biomass_standing_bgb_t_ha_dead,biomass_standing_t_ha_dead,carbon_standing_agb_t_ha_dead,carbon_standing_bgb_t_ha_dead,carbon_standing_t_ha_dead,vol_log_m3_ha,vol_log_above30cm_m3_ha,vol_log_above40cm_m3_ha,biomass_lying_t_ha_dead,biomass_lying_above30cm_t_ha_dead,biomass_lying_above40cm_t_ha_dead,carbon_lying_t_ha_dead,carbon_lying_above30cm_t_ha_dead,carbon_lying_above40cm_t_ha_dead
CA,11000,1986,0,7,423.48552301566,176.7372219454694,11.550405477997211,0.21371527214922545,536.3227881657165,128.71746915977195,314.09921346487323,75.38381123156957,389.4830246964428,157.04960673243662,37.69190561578478,194.7415123482214,3.0662254744982285,1.0513686444953776,0.08383098923465639,0.0021485371020862377,3.912173349163222,0.70419120284938,1.7183829389103653,0.4124119053384876,2.130794844248853,0.8591914694551827,0.2062059526692438,1.0653974221244265,,,,,,,,,
CA,11000,1986,0,87,18.38013479180761,4.8929747443883835,0.43621227704139465,0.012436106468752652,22.436433587996625,4.711651053479291,12.618998774346883,2.649989742612845,15.268988516959729,6.3094993871734415,1.3249948713064226,7.634494258479864,1.0703210539177865,0.21995779555996456,0.025779676808084375,0.0013934434344727946,1.2973453777553137,0.20433189699646193,0.5472527418715091,0.11492307579301689,0.662175817664526,0.27362637093575454,0.057461537896508444,0.331087908832263,,,,,,,,,
CP,200,2000,1,26,160.59819624224815,3.408011650361613,3.0067590956888184,0.9998041825671852,182.72584856809368,29.23613577089499,77.19162095545434,12.350659352872695,89.54228030832704,38.59581047772717,6.1753296764363474,44.77114015416352,10.458736287766166,0.25057942812968764,0.2766026812442569,0.43638553629808413,12.048225107254417,1.4457870128705301,3.817284334509168,0.6107654935214669,4.428049828030635,1.908642167254584,0.30538274676073346,2.2140249140153174,3.752674614428027,,,1.1889739684180556,,,0.5944869842090278,,
CP,200,2000,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.564642856455608,,,6.0856580227001515,,,3.0428290113500758,,
CP,200,2000,1,57,67.01295435655558,2.835188367109146,2.776898054621221,1.6904104577521253,90.44593455185502,18.993646255889555,47.76811663844452,10.031304494073348,57.799421132517864,23.88405831922226,5.015652247036674,28.899710566258932,3.273900260051237,0,0.1668811603709563,0.3270121161875166,4.532316535416418,0.7138398543280857,1.7952732699831602,0.37700738669646366,2.1722806566796238,0.8976366349915801,0.18850369334823183,1.0861403283398119,1.8078091675922208,,,0.6970351511141176,,,0.3485175755570588,,
CP,200,2000,1,101,10.643160403148096,0.2187834622503803,0.5311861963449587,0.03945311881463379,12.522007665342846,2.504401533068569,7.40888478818451,1.4817769576369022,8.890661745821413,3.704442394092255,0.7408884788184511,4.445330872910707,2.0469708849328763,0.04449523793687786,0.07886280223794698,0.07170357696493718,2.2899800327315845,0.3434970049097377,1.0161827889254118,0.20323655778508232,1.2194193467104941,0.5080913944627059,0.10161827889254116,0.6097096733552471,0,,,0,,,0,,
CP,204,2000,1,26,261.59938087543304,4.459700266488962,5.148788608090763,2.297306475631243,296.66443139364077,47.46630902298253,125.32440548809113,20.051904878094582,145.37631036618572,62.662202744045565,10.025952439047291,72.68815518309286,10.150177244472363,0.229657281567132,0.2706080345519128,0.43403954321616967,11.718296144518575,1.4061955373422292,3.7127517042054676,0.5940402726728748,4.306791976878342,1.8563758521027338,0.2970201363364374,2.153395988439171,19.308964174806306,,,6.045539624438782,,,3.022769812219391,,
CP,204,2000,1,57,1.914871565275011,0,0.08866016900615442,0.1281887639905031,2.595356682543396,0.545024903334113,1.3707117002480755,0.28784945705209586,1.6585611573001713,0.6853558501240378,0.14392472852604793,0.8292805786500856,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,
CP,205,2000,1,26,249.22192294848966,4.637215989611535,5.102070373492923,3.0172441032928967,282.89789669312586,45.26366347090014,119.50880174729772,19.12140827956764,138.63021002686537,59.75440087364886,9.56070413978382,69.31510501343269,12.784417641217397,0.2954490201559033,0.40802071390942324,0.9447383295156299,15.177747952194528,1.8213297542633435,4.808822791346716,0.7694116466154746,5.57823443796219,2.404411395673358,0.3847058233077373,2.789117218981095,10.833422328356368,,,3.3455120885012515,,,1.6727560442506257,,
CP,205,2000,1,57,76.43500958453386,3.761874615155389,3.092612294603333,1.258165959794269,103.27740639074177,21.688255342055772,54.544930283854384,11.45443535960942,65.9993656434638,27.272465141927192,5.72721767980471,32.9996828217319,5.6404813625225545,0,0.27206023174818283,0.4512343327808586,7.719373786272708,1.2158013713379516,3.0576826025305004,0.6421133465314051,3.6997959490619055,1.5288413012652502,0.32105667326570253,1.8498979745309527,0.7589462616280119,,,0.2840654648551561,,,0.14203273242757805,,
