plot_id,XY_co,XLambert72,YLambert72,Z_m_TAW,LatLon_co,XLon_wgs84,YLat_wgs84,Provincie,Gemeente,Deelgemeen,IFBL_kwa_1,UTM1,Topokaart,survey_Y1,survey_Y2,survey_Y3,survey_Y4,survey_Y5
101,Belge_Lambert_1972 - EPSG:31370,171634.79,165421.422,78.15,GCS_WGS_1984 - EPSG:4326,4.67564,50.798848,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
102,Belge_Lambert_1972 - EPSG:31370,171639.704,165520.937,72.71,GCS_WGS_1984 - EPSG:4326,4.675715,50.799742,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
103,Belge_Lambert_1972 - EPSG:31370,171624.169,165221.715,84.76,GCS_WGS_1984 - EPSG:4326,4.675477,50.797053,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
104,Belge_Lambert_1972 - EPSG:31370,171629.487,165321.546,80.77,GCS_WGS_1984 - EPSG:4326,4.675559,50.79795,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
105,Belge_Lambert_1972 - EPSG:31370,171639.914,165620.695,65.49,GCS_WGS_1984 - EPSG:4326,4.675724,50.800639,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
106,Belge_Lambert_1972 - EPSG:31370,171671.246,165168.9,87.69,GCS_WGS_1984 - EPSG:4326,4.676142,50.796577,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-14,FS1828,32/6,2002,2012,0,0,0
107,Belge_Lambert_1972 - EPSG:31370,171676.724,165269.009,84.42,GCS_WGS_1984 - EPSG:4326,4.676225,50.797476,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
108,Belge_Lambert_1972 - EPSG:31370,171681.606,165368.881,81.46,GCS_WGS_1984 - EPSG:4326,4.676301,50.798374,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
109,Belge_Lambert_1972 - EPSG:31370,171687.134,165468.711,78.05,GCS_WGS_1984 - EPSG:4326,4.676385,50.799271,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
110,Belge_Lambert_1972 - EPSG:31370,171692.057,165568.985,71.49,GCS_WGS_1984 - EPSG:4326,4.676461,50.800172,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
111,Belge_Lambert_1972 - EPSG:31370,171717.681,165116.331,88.67,GCS_WGS_1984 - EPSG:4326,4.676797,50.796102,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-14,FS1828,32/6,2002,2012,0,0,0
112,Belge_Lambert_1972 - EPSG:31370,171723.938,165216.003,86.96,GCS_WGS_1984 - EPSG:4326,4.676892,50.796998,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
113,Belge_Lambert_1972 - EPSG:31370,171729.376,165316.148,84.32,GCS_WGS_1984 - EPSG:4326,4.676975,50.797898000000004,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
114,Belge_Lambert_1972 - EPSG:31370,171734.22,165416.174,81.69,GCS_WGS_1984 - EPSG:4326,4.67705,50.798797,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
115,Belge_Lambert_1972 - EPSG:31370,171739.178,165516.545,77.29,GCS_WGS_1984 - EPSG:4326,4.677126,50.799699,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
116,Belge_Lambert_1972 - EPSG:31370,171771.124,165163.471,87.67,GCS_WGS_1984 - EPSG:4326,4.677558,50.796524,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-14,FS1828,32/6,2002,2012,0,0,0
117,Belge_Lambert_1972 - EPSG:31370,171776.533,165263.292,86.34,GCS_WGS_1984 - EPSG:4326,4.677641,50.797421,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
118,Belge_Lambert_1972 - EPSG:31370,171781.321,165363.631,84.67,GCS_WGS_1984 - EPSG:4326,4.677715,50.798323,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
119,Belge_Lambert_1972 - EPSG:31370,171786.52,165464.058,80.78,GCS_WGS_1984 - EPSG:4326,4.677794,50.799226,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
120,Belge_Lambert_1972 - EPSG:31370,171791.625,165563.776,72.09,GCS_WGS_1984 - EPSG:4326,4.677873,50.800122,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
121,Belge_Lambert_1972 - EPSG:31370,171823.798,165210.679,86.85,GCS_WGS_1984 - EPSG:4326,4.678308,50.796947,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
122,Belge_Lambert_1972 - EPSG:31370,171829.077,165310.546,86.14,GCS_WGS_1984 - EPSG:4326,4.678389,50.797844,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
123,Belge_Lambert_1972 - EPSG:31370,171834.217,165399.439,83.72,GCS_WGS_1984 - EPSG:4326,4.678467,50.798643,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
124,Belge_Lambert_1972 - EPSG:31370,171834.171,165499.125,77.66,GCS_WGS_1984 - EPSG:4326,4.678472,50.799539,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-12,FS1828,32/6,2002,2012,0,0,0
125,Belge_Lambert_1972 - EPSG:31370,171871.093,165158.222,84.71,GCS_WGS_1984 - EPSG:4326,4.678976,50.796473,Vlaams-Brabant,Oud-Heverlee,Haasrode,e5-43-14,FS1828,32/6,2002,2012,0,0,0
