plot_id,forest_reserve_fieldmap,SITE_ID,SITE_NAME,WILDCARD_sub_ID,composed_site_id
101,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
102,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
103,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
104,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
105,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
106,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
107,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
108,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
109,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
110,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
111,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
112,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
113,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
114,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
115,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
116,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
117,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
118,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
119,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
120,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
121,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
122,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
123,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
124,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
125,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
126,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
127,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
128,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
129,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
130,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
131,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
132,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
133,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
134,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
135,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
136,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
137,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
138,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
139,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
140,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
141,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
142,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
143,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
144,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
145,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
146,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
147,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
148,Everzwijnbad,3,Everzwijnbad,NA,INBO__3__Everzwijnbad__NA
200,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
204,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
205,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
206,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
207,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
209,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
210,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
211,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
212,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
213,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
214,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
215,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
216,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
217,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
218,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
219,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
220,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
221,Withoefse heide,4,Withoefse heide,NA,INBO__4__Withoefse heide__NA
