forest_reserve_fieldmap,plot_id,SiteName,SubArea
Zoniën UITBR_2010,2142,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2143,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2144,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2145,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2146,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2147,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2148,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2149,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2150,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2151,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2152,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2153,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2154,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2155,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2156,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2157,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2158,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2159,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2160,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2161,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2162,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2163,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2164,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2165,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2166,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2167,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2168,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2169,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2170,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2171,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2172,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2173,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2174,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2175,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2176,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2177,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2178,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2179,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2180,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2181,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2182,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2183,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2184,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2185,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën UITBR_2010,2186,"SFR Joseph Zwaenepoel, Sonian Forest",Extension 2010
Zoniën KERN_1983,11000,"SFR Joseph Zwaenepoel, Sonian Forest",Kersselaerspleyn Core: original reserve 1983
Zoniën HARRAS_1995,21000,"SFR Joseph Zwaenepoel, Sonian Forest",Harras
Hannecart,31000,Hannecartbos,Nature reserve
Rodebos KV1,41000,Rodebos,Nature reserve
,42000,Rodebos,Nature reserve
Rodebos KV2,43000,Rodebos,Nature reserve
Walenbos KV1,51000,Walenbos,Nature reserve - mesotrophic forest
Walenbos OT,53000,Walenbos,Nature reserve - oligotrophic forest
Wijnendalebos,71000,Wijnendalebos,SFR
Everzwijnbad,81000,Meerdaalwoud,Everzwijnbad SFR
Heirnisse,91000,De Heirnisse,SFR
Jansheideberg,101000,Hallerbos,Jansheideberg SFR
Bos Terrijst,111000,Bos Ter Rijst,SFR
Pruikemakers,121000,Meerdaalwoud,Pruikenmakers SFR
Liedekerke TR,131000,Liedekerkebos,SFR
Sevendonck A,141100,Sevendonck,Alder forest SFR
Sevendonck Q,141200,Sevendonck,Oak forest SFR
Muizenbos,151000,Muizenbos,SFR
,155000,Muizenbos,SFR
,156000,Muizenbos,SFR
Coolhem A,171100,Coolhembos,Alder forest
Coolhem Q,171200,Coolhembos,Oak forest
,300001,Meerdaalwoud,Plot 9196 Dethioux/Bauwens (1954/2000)
,300002,Meerdaalwoud,Plot 8534 Dethioux/Bauwens (1954/2000)
,300003,Meerdaalwoud,Plot 8531 Dethioux/Bauwens (1954/2000)
,300004,Meerdaalwoud,Plot 8528 Dethioux/Bauwens (1954/2000)
,300005,Meerdaalwoud,Plot 8815 Dethioux/Bauwens (1954/2000)
,300006,Meerdaalwoud,Plot 8505 Dethioux/Bauwens (1954/2000)
,300007,Meerdaalwoud,Plot 8520 Dethioux/Bauwens (1954/2000)
,300008,Meerdaalwoud,Plot 8519 Dethioux/Bauwens (1954/2000)
,300009,Meerdaalwoud,Plot 8501 Dethioux/Bauwens (1954/2000)
,300010,Meerdaalwoud,Plot 8800 Dethioux/Bauwens (1954/2000)
,300011,Meerdaalwoud,Plot 8801 Dethioux/Bauwens (1954/2000)
,300012,Meerdaalwoud,Plot 8803 Dethioux/Bauwens (1954/2000)
,300013,Meerdaalwoud,Plot 8802 Dethioux/Bauwens (1954/2000)
,300014,Meerdaalwoud,Plot 8830 Dethioux/Bauwens (1954/2000)
,300015,Meerdaalwoud,Plot 8513 Dethioux/Bauwens (1954/2000)
,300016,Meerdaalwoud,Plot 8514 Dethioux/Bauwens (1954/2000)
,300017,Meerdaalwoud,Plot 8807 Dethioux/Bauwens (1954/2000)
,300018,Meerdaalwoud,Plot 8810 Dethioux/Bauwens (1954/2000)
,300019,Meerdaalwoud,Plot 8808 Dethioux/Bauwens (1954/2000)
,300022,Meerdaalwoud,Plot 8499 Dethioux/Bauwens (1954/2000)
,300023,Meerdaalwoud,Plot 8819 Dethioux/Bauwens (1954/2000)
,300024,Meerdaalwoud,Plot 9095 Dethioux/Bauwens (1954/2000)
,300025,Meerdaalwoud,Plot 8823 Dethioux/Bauwens (1954/2000)
,400000,Peerdsbos,Research site 'Boswachter'
