plot_id,year,period,height_class,species,nr_of_subplots_with_regeneration,perc_subplots_with_regeneration,rubbing_damage_perc,approx_nr_regeneration_ha,mean_number_of_regeneration_ha,lci_number_of_regeneration_ha,uci_number_of_regeneration_ha
11000,2000,1,,,3,100,,0,0,0,0
141100,2007,1,1000,14,1,33.333333333333336,,16,15.491933384958765,12.000000000199996,20.000000000000004
141100,2007,1,1000,20,1,33.333333333333336,,16,15.491933384958765,12.000000000199996,20.000000000000004
141100,2007,1,1000,71,2,66.66666666666667,,262,693.5754502680385,382.4102805700593,1257.9340296432808
141100,2007,1,1000,89,3,100,,464,1329.1853935511817,766.1471672604713,2305.997967397253
141100,2007,1,2000,14,3,100,,42,42.31390458950724,33.35699101712423,53.67590022405688
141100,2007,1,2000,20,1,33.333333333333336,,30,29.66479394851749,22.000000000200004,39.99999999999999
141100,2007,1,2000,39,2,66.66666666666667,,12,12.649110640989742,9.148859371242741,17.488518897877235
141100,2007,1,2000,71,2,66.66666666666667,,262,693.5754502680385,382.4102805700593,1257.9340296432808
141100,2007,1,2000,87,1,33.333333333333336,,6,6.324555320494872,4.000000000199999,9.999999999999998
141100,2007,1,2000,89,2,66.66666666666667,,4,4.0000000002,4.000000000058578,4.000000000341421
141100,2007,1,3000,14,2,66.66666666666667,,30,30.0000000002,30.000000000032294,30.000000000367706
141100,2007,1,3000,20,1,33.333333333333336,,2,2.0000000001,2,2.0000000002
141100,2007,1,3000,28,1,33.333333333333336,,2,2.0000000001,2,2.0000000002
141100,2007,1,3000,39,2,66.66666666666667,,12,12.000000000200002,12.000000000058582,12.000000000341423
141100,2007,1,3000,71,2,66.66666666666667,,60,60.000000000199975,60.00000000003227,60.000000000367685
141100,2007,1,3000,86,1,33.333333333333336,,2,2.0000000001,2,2.0000000002
141100,2007,1,3000,89,1,33.333333333333336,,2,2.0000000001,2,2.0000000002
141100,2007,1,4000,14,3,100,,90,90.00000000029999,90.00000000010475,90.00000000049523
141100,2007,1,4000,39,2,66.66666666666667,,24,24.0000000002,23.999999999989182,24.000000000410818
141100,2007,1,4000,71,2,66.66666666666667,,30,30.0000000002,30.000000000032294,30.000000000367706
21000,2009,1,1000,7,3,100,,26.53061224489796,26.26596053774037,21.478056931056972,32.12118699492539
21000,2009,1,1000,16,3,100,,287.7551020408163,728.2780000431364,421.60124486975076,1258.0343435909176
21000,2009,1,1000,27,3,100,,5.1020408163265305,5.267630265660649,4.521598014949637,6.136752653367648
21000,2009,1,1000,87,3,100,,9.183673469387756,9.680441817083988,7.4305300263682295,12.611610940458148
21000,2009,1,2000,7,2,66.66666666666667,,4.081632653061225,4.247222102344322,3.377691416609115,5.340599054709231
21000,2009,1,2000,16,2,66.66666666666667,,38.775510204081634,37.478285902987004,30.514213040558694,46.03172666976688
11000,2011,2,1000,7,3,100,,2.046797227520119,2.046797227534075,2.046797227514886,2.046797227553264
11000,2011,2,1000,87,2,66.66666666666667,,0.4651811880727543,0.4651811880820579,0.4651811880750695,0.4651811880890464
11000,2011,2,2000,7,2,66.66666666666667,,0.6512536633018561,0.6512536633111596,0.6512536633043758,0.6512536633179434
11000,2011,2,3000,7,1,33.333333333333336,,0.18607247522910172,0.18607247523375356,0.18607247522910172,0.18607247523840537
141100,2017,2,1000,20,1,33.333333333333336,,60,57.965506984895754,42.000000000200004,79.99999999999996
141100,2017,2,1000,39,2,66.66666666666667,,8,8.324555320594872,6.620275176553866,10.467574147230092
141100,2017,2,1000,87,2,66.66666666666667,,4,4.0000000002,4.000000000058578,4.000000000341421
141100,2017,2,1000,89,3,100,,464,1329.1853935511817,766.1471672604713,2305.997967397253
141100,2017,2,2000,20,1,33.333333333333336,,60,57.965506984895754,42.000000000200004,79.99999999999996
141100,2017,2,2000,39,2,66.66666666666667,,8,8.324555320594872,6.620275176553866,10.467574147230092
141100,2017,2,2000,71,1,33.333333333333336,,60,57.965506984895754,42.000000000200004,79.99999999999996
141100,2017,2,2000,87,1,33.333333333333336,,2,2.0000000001,2,2.0000000002
141100,2017,2,2000,89,1,33.333333333333336,,2,2.0000000001,2,2.0000000002
141100,2017,2,3000,14,1,33.333333333333336,,4,4.0000000001,4,4.0000000002
141100,2017,2,3000,20,1,33.333333333333336,,60,60.0000000001,60.00000000000001,60.000000000200004
141100,2017,2,3000,28,1,33.333333333333336,,4,4.0000000001,4,4.0000000002
141100,2017,2,3000,39,1,33.333333333333336,,2,2.0000000001,2,2.0000000002
141100,2017,2,3000,71,2,66.66666666666667,,100,100.0000000002,100.00000000004977,100.00000000035024
141100,2017,2,3000,87,1,33.333333333333336,,4,4.0000000001,4,4.0000000002
141100,2017,2,4000,14,3,100,,10,10.000000000299998,10.000000000095875,10.000000000504123
141100,2017,2,4000,39,2,66.66666666666667,,8,8.0000000002,7.999999999989182,8.000000000410818
141100,2017,2,4000,71,2,66.66666666666667,,80,80.00000000020002,79.9999999999892,80.00000000041084
21000,2019,2,1000,7,3,100,,153.06122448979593,151.83179715492696,136.02704946128907,169.47287115755117
21000,2019,2,1000,9,1,33.333333333333336,,1.0204081632653061,1.0204081633163264,1.0204081632653061,1.020408163367347
21000,2019,2,1000,16,3,100,,2145.918367346939,6781.144672922894,3492.4222987644243,13166.770551023881
21000,2019,2,1000,27,1,33.333333333333336,,30.612244897959183,29.574238257599873,21.42857142867347,40.81632653061222
21000,2019,2,1000,39,1,33.333333333333336,,1.0204081632653061,1.0204081633163264,1.0204081632653061,1.020408163367347
21000,2019,2,1000,65,1,33.333333333333336,,1.0204081632653061,1.0204081633163264,1.0204081632653061,1.020408163367347
21000,2019,2,1000,87,3,100,,3064.285714285714,9685.280828300301,4983.820481652543,18821.838601204487
21000,2019,2,2000,7,2,66.66666666666667,,6.122448979591836,6.453627878055991,4.667785393491195,8.922713723406753
21000,2019,2,2000,16,1,33.333333333333336,,15.306122448979592,15.135098953325251,11.22448979602041,20.40816326530612
21000,2019,2,3000,16,1,33.333333333333336,,1.0204081632653061,1.0204081633163264,1.0204081632653061,1.020408163367347
11000,2021,3,1000,7,3,100,,18.23510257245197,38.21369171279348,25.528831847950258,57.20145140278595
11000,2021,3,1000,16,1,33.333333333333336,,0.7442899009164069,0.7206555977559085,0.5582174256966087,0.9303623761455089
11000,2021,3,1000,87,1,33.333333333333336,,0.27910871284365263,0.2942064158019664,0.1860724752384053,0.46518118807275427
11000,2021,3,2000,7,3,100,,6.326464157789459,6.11354827905058,5.136622302292912,7.276274244185416
11000,2021,3,3000,7,3,100,,2.325905940363772,2.325905940377727,2.3259059403634326,2.3259059403920213
11000,2021,3,4000,7,2,66.66666666666667,,0.4651811880727543,0.4651811880820579,0.4651811880750695,0.4651811880890464
