plottype,plot_id,year,period,species,decaystage,vol_dead_standing_m3_ha,vol_bole_dead_m3_ha,vol_log_m3_ha,vol_log_above30cm_m3_ha,vol_log_above40cm_m3_ha,vol_lis_m3_ha,vol_lis_10_30cm_m3_ha
CA,11000,1986,0,7,0,4.1175941189936065,3.0662254744982285,,,,,
CA,11000,1986,0,87,0,1.290278849477751,1.0703210539177865,,,,,
CP,200,2000,1,26,12,10.709315715895855,10.458736287766166,0.6454289984677177,,,,
CP,200,2000,1,57,12,3.273900260051237,3.273900260051237,0,,,,
CP,200,2000,1,101,12,2.0914661228697544,2.0469708849328763,0,,,,
CP,200,2000,1,26,13,0,0,3.1072456159603092,,,,
CP,200,2000,1,47,13,0,0,11.23488271455852,,,,
CP,200,2000,1,57,13,0,0,1.6635511271737269,,,,
CP,200,2000,1,47,14,0,0,2.5516197941321934,,,,
CP,200,2000,1,57,14,0,0,0.1442580404184939,,,,
CP,200,2000,1,47,,0,0,0.7781403477648946,,,,
CP,204,2000,1,26,12,10.379834526039495,10.150177244472363,2.298125758522577,,,,
CP,204,2000,1,26,13,0,0,16.327021245542245,,,,
CP,204,2000,1,26,14,0,0,0.6835625228325358,,,,
CP,205,2000,1,26,12,13.0798666613733,12.784417641217397,2.735173190000076,,,,
CP,205,2000,1,57,12,5.6404813625225545,5.6404813625225545,0,,,,
CP,205,2000,1,26,13,0,0,7.2753862515825745,,,,
CP,205,2000,1,57,13,0,0,0.6335480819659076,,,,
CP,205,2000,1,26,14,0,0,0.8226559853476978,,,,
CP,205,2000,1,57,14,0,0,0.12539817966210431,,,,
CP,206,2000,1,26,12,12.108144816503696,11.840318372403424,0.22111396243757017,,,,
CP,206,2000,1,57,12,1.6335163967484359,1.6335163967484359,0,,,,
CP,206,2000,1,26,13,0,0,10.240411010395967,,,,
CP,206,2000,1,57,14,0,0,0.3293313659929044,,,,
CP,207,2000,1,26,12,19.953060023458498,19.574525251395325,3.2950166178201274,,,,
CP,207,2000,1,87,12,0.5022268227500116,0.38090863481157483,0,,,,
CP,207,2000,1,26,13,0,0,3.7097107375403695,,,,
CP,207,2000,1,26,14,0,0,0.6376304062562148,,,,
CP,209,2000,1,26,12,103.34259300849675,101.25922146788173,26.141883769099103,,,,
CP,209,2000,1,57,12,1.321718973164626,1.321718973164626,0,,,,
CP,209,2000,1,57,13,0.26459666916878555,0.26459666916878555,0,,,,
CP,209,2000,1,26,,0,0,0.18750839620371648,,,,
CP,210,2000,1,26,12,50.3814145278155,49.43663620251717,0.850436480664388,,,,
CP,210,2000,1,57,12,1.537684365706213,1.537684365706213,0.40438087940788764,,,,
CP,210,2000,1,26,13,0,0,0.11570564362780791,,,,
CP,211,2000,1,26,12,65.45849807467532,64.07402377484992,6.237576656416098,,,,
CP,211,2000,1,57,12,0.4937273796618992,0.4937273796618992,0.11650937609042197,,,,
CP,211,2000,1,26,,0,0,0.2830650240360904,,,,
CP,212,2000,1,26,12,0,0,2.9796988445664643,,,,
CP,212,2000,1,26,13,0,0,1.383398638596218,,,,
CP,212,2000,1,26,14,0,0,0.027669086856526002,,,,
CP,212,2000,1,26,,35.22564928739655,34.52580554814111,0.20155381993157623,,,,
CP,212,2000,1,57,,1.4438724173740978,1.4438724173740978,0,,,,
CP,213,2000,1,26,12,5.318918343856746,5.218987088564406,0,,,,
CP,213,2000,1,57,12,0.26459666916878555,0.26459666916878555,0,,,,
CP,213,2000,1,26,13,0,0,1.2010627780429879,,,,
CP,214,2000,1,26,12,16.282174278173553,15.93417689978777,4.731970894766768,,,,
CP,214,2000,1,26,13,0,0,0.7150274550818035,,,,
CP,214,2000,1,26,14,0,0,0.12030522148316368,,,,
CP,215,2000,1,26,12,16.67696426290104,16.251314867612162,2.1264691946508134,,,,
CP,215,2000,1,26,13,0,0,0.17854797290764277,,,,
CP,215,2000,1,26,,0.9145604736197233,0.8871426803596443,8.109517308327199,,,,
