ID,Value1,Value2,Value3,OrderField,Active
1,< 1%,"0,005",,,1
2,1 - 3 %,"0,02",,,1
3,3 - 5 %,"0,04",,,1
4,5 - 10 %,"0,075",,,1
5,10 - 15 %,"0,125",,,1
6,15 - 25 %,"0,20",,,1
7,25 - 35 %,"0,30",,,1
8,35 - 45 %,"0,40",,,1
9,45 - 55 %,"0,50",,,1
10,55 - 65 %,"0,60",,,1
11,65 - 75 %,"0,70",,,1
12,75 - 85 %,"0,80",,,1
13,85 - 95 %,"0,90",,,1
14,95 - 100 %,"0,975",,,1
