MasterID,ID,Value1,Value2,Value3,OrderField,Active
11,10,KR - krachtig,vigorous tree,,,1
11,20,KW - kwijnend,declining tree,,,1
11,30,N - normaal,normal vitality,,,1
12,40,NVT - dood,NA - dead,,,1
11,50,NVT - stoof,,,,1
