plottype,plot_id,year,period,species,number_of_trees_ha,stem_number_ha,basal_area_alive_m2_ha,basal_area_dead_m2_ha,vol_alive_m3_ha,vol_dead_standing_m3_ha,vol_bole_alive_m3_ha,vol_bole_dead_m3_ha,vol_log_m3_ha,stems_per_tree,vol_log_above30cm_m3_ha,vol_log_above40cm_m3_ha,vol_lis_m3_ha,vol_lis_10_30cm_m3_ha
CA,11000,1986,0,7,49.49527841094106,49.49527841094106,27.159526642257013,0.19878826845818093,600.2227449611295,4.1175941189936065,423.48552301566,3.0662254744982285,,1,,,,
CA,11000,1986,0,87,2.8841233660510768,2.8841233660510768,1.2086808987492406,0.0733408509654388,23.273109536195992,1.290278849477751,18.38013479180761,1.0703210539177865,,1,,,,
CP,200,2000,1,26,190.9859317102744,190.9859317102744,17.710156249999997,1.49,164.00620789260978,10.709315715895855,160.59819624224815,10.458736287766166,3.752674614428027,1,,,,
CP,200,2000,1,47,0,0,0,0,0,0,0,0,14.564642856455606,,,,,
CP,200,2000,1,57,230.77466748324824,230.77466748324824,8.123125,0.538125,69.84814272366472,3.273900260051237,67.01295435655558,3.273900260051237,1.8078091675922208,1,,,,
CP,200,2000,1,101,7.957747154594767,7.957747154594767,1.0506249999999997,0.225625,10.861943865398477,2.0914661228697544,10.643160403148096,2.0469708849328763,0,1,,,,
CP,204,2000,1,26,413.8028520389279,413.8028520389279,29.97625,1.455,266.059081141922,10.379834526039495,261.59938087543304,10.150177244472363,19.308964174806306,1,,,,
CP,204,2000,1,57,15.915494309189533,15.915494309189533,0.2825,0,1.914871565275011,0,1.914871565275011,0,0,1,,,,
CP,205,2000,1,26,509.29581789406507,509.29581789406507,29.374999999999996,2.103125,253.8591389381012,13.0798666613733,249.22192294848966,12.784417641217397,10.833422328356368,1,,,,
CP,205,2000,1,57,183.02818455567964,183.02818455567964,8.856874999999999,0.866875,80.19688419968925,5.6404813625225545,76.43500958453386,5.6404813625225545,0.758946261628012,1,,,,
CP,205,2000,1,87,15.915494309189533,15.915494309189533,0.36249999999999993,0,2.0952041722852854,0,1.944165416122746,0,0,1,,,,
CP,206,2000,1,26,421.76059919352264,421.76059919352264,31.570625,1.881875,282.45654462183586,12.108144816503696,277.32320954629716,11.840318372403424,10.461453353109144,1,,,,
CP,206,2000,1,57,55.70423008216336,55.70423008216336,1.4224999999999999,0.286875,11.15174632569459,1.6335163967484359,10.888288285723894,1.6335163967484359,0.3293313659929044,1,,,,
CP,206,2000,1,87,15.915494309189533,15.915494309189533,0.49624999999999997,0,3.8102005056461263,0,3.447966920662068,0,0,1,,,,
CP,207,2000,1,26,413.8028520389279,413.8028520389279,35.944374999999994,2.605,326.5292752079257,19.953060023458498,320.89933505162895,19.574525251395325,7.642437339088258,1,,,,
CP,207,2000,1,39,7.957747154594767,7.957747154594767,0.0625,0,0.7132968409925626,0,0.1883801104145458,0,0,1,,,,
CP,207,2000,1,57,39.78873577297384,39.78873577297384,1.246875,0,10.645318931139768,0,10.211022654693329,0,0,1,,,,
CP,207,2000,1,87,15.915494309189533,15.915494309189533,0.36624999999999996,0.08999999999999998,2.17490616785706,0.5022268227500116,2.009194305719468,0.38090863481157483,0,1,,,,
CP,207,2000,1,101,7.957747154594767,7.957747154594767,1.1024999999999998,0,11.443518989489444,0,11.197709344095298,0,0,1,,,,
CP,209,2000,1,26,63.66197723675813,63.66197723675813,3.8768749999999996,13.656875,33.44805715108762,103.34259300849675,32.894305218539465,101.25922146788173,26.330084489305268,1,,,,
CP,209,2000,1,57,0,0,0,0.27875,0,1.5863156423334117,0,1.5863156423334117,0,,,,,
CP,210,2000,1,26,143.2394487827058,143.2394487827058,7.646875,6.399374999999999,64.92833431123049,50.3814145278155,63.77703797600548,49.43663620251717,0.9661262087978868,1,,,,
CP,210,2000,1,57,0,0,0,0.20249999999999996,0,1.537684365706213,0,1.537684365706213,0.40438087940788764,,,,,
CP,211,2000,1,26,294.43664472000637,294.43664472000637,10.95375,8.771875,89.23300277387393,65.45849807467532,87.4764899735584,64.07402377484992,6.520641680452188,1,,,,
CP,211,2000,1,57,23.8732414637843,23.8732414637843,0.6074999999999999,0.08999999999999998,4.613053097118639,0.4937273796618992,4.613053097118639,0.4937273796618992,0.11641388312456684,1,,,,
CP,211,2000,1,87,39.78873577297384,39.78873577297384,0.4875,0,2.755227705767695,0,2.164615290020479,0,0,1,,,,
CP,212,2000,1,26,302.3943918746011,302.3943918746011,11.223749999999999,5.18,89.61023673477018,35.22564928739655,87.87113367579737,34.52580554814111,4.592463629399567,1,,,,
CP,212,2000,1,57,0,0,0,0.23062499999999997,0,1.4438724173740978,0,1.4438724173740978,0,,,,,
CP,213,2000,1,26,509.29581789406507,509.29581789406507,20.541249999999998,0.933125,167.4721353305547,5.318918343856746,164.2380551650538,5.218987088564406,1.2010627780429879,1,,,,
CP,213,2000,1,57,23.8732414637843,23.8732414637843,0.256875,0.0625,1.374119101552859,0.26459666916878555,1.374119101552859,0.26459666916878555,0,1,,,,
CP,214,2000,1,26,716.197243913529,716.197243913529,34.974999999999994,2.418125,292.12457785501954,16.282174278173553,287.0050058300185,15.93417689978777,5.567430895286209,1,,,,
CP,214,2000,1,57,23.8732414637843,23.8732414637843,0.463125,0,3.242498112330865,0,3.242498112330865,0,0,1,,,,
CP,215,2000,1,26,509.29581789406507,509.29581789406507,32.054375,2.65,277.8664191937424,17.591524736520768,273.42526140026206,17.138457547971807,10.4144389829198,1,,,,
CP,215,2000,1,57,31.830988618379067,31.830988618379067,0.44531249999999994,0,2.74701057900933,0,2.74701057900933,0,0.29875770142495134,1,,,,
CP,216,2000,1,26,676.4085081405551,676.4085081405551,39.388749999999995,3.535,338.6756691426624,26.47559300773716,332.8232871341682,25.890185670861452,20.701577884607545,1,,,,
CP,216,2000,1,57,7.957747154594767,7.957747154594767,0.42250000000000004,0,3.8766366293757564,0,3.6969785898591105,0,0,1,,,,
CP,217,2000,1,26,421.76059919352264,421.76059919352264,13.1075,0.0625,102.28858306599417,0.24549364321800016,100.23383134855366,0.24549364321800016,0,1,,,,
CP,217,2000,1,57,413.8028520389279,413.8028520389279,10.31125,0.78875,80.9972622561189,4.954027850716764,79.02526299954245,4.954027850716764,0,1,,,,
CP,218,2000,1,26,748.0282325319081,748.0282325319081,37.433749999999996,1.435625,313.0478230715704,9.448045557601448,307.63719000838216,9.21724908570198,13.237720349415548,1,,,,
CP,218,2000,1,57,15.915494309189533,15.915494309189533,1.1406249999999998,0.3025,10.96841735532182,2.6176243616841535,10.165659641183568,2.514359354041757,0,1,,,,
CP,219,2000,1,26,493.38032358487555,493.38032358487555,16.02,0.15125,125.77852058867518,0.6983165848075183,123.50309143095811,0.6983165848075183,0.10254352983410815,1,,,,
CP,219,2000,1,57,310.3521390291959,310.3521390291959,8.07765625,0.27125,64.58861704931226,1.496272545762331,62.73886883849253,1.496272545762331,0,1,,,,
CP,219,2000,1,87,31.830988618379067,31.830988618379067,0.34125,0,2.1974844714486066,0,1.6349183492175148,0,0,1,,,,
CP,220,2000,1,26,374.01411626595404,374.01411626595404,26.110625,3.0131249999999996,230.6638438517454,22.8557373092613,226.79594568896175,22.401922780800586,10.564275404093664,1,,,,
CP,220,2000,1,47,0,0,0,0,0,0,0,0,0.15849445007806398,,,,,
CP,220,2000,1,57,15.915494309189533,15.915494309189533,0.6725000000000001,0,5.929975835687874,0,5.696214978815819,0,0,1,,,,
CP,220,2000,1,87,23.8732414637843,23.8732414637843,0.78125,0,6.222765701067547,0,5.612380355111224,0,0,1,,,,
CP,220,2000,1,101,55.70423008216336,55.70423008216336,6.81875,1.5406249999999997,70.39211765134183,15.672559033699788,68.92329473501209,15.393294812151538,2.124718490276803,1,,,,
CP,221,2000,1,3,7.957747154594767,7.957747154594767,0.075625,0,0.6994894569909691,0,0.24738985318858314,0,0,1,,,,
CP,221,2000,1,26,501.3380707394703,501.3380707394703,20.858124999999998,0.15125,175.35348036384912,0.6983165848075183,171.755570409218,0.6983165848075183,0.4861149004327305,1,,,,
