plottype,plot_id,subplot_id,period,year,number_of_tree_species,nr_of_tree_species_established,approx_nr_established_ha,approx_nr_seedlings_ha,approx_rubbing_damage_perc_established,approx_rubbing_damage_perc_seedlings,rubbing_damage_nr_established_ha,rubbing_damage_nr_seedlings_ha,mean_number_established_ha,lci_number_established_ha,uci_number_established_ha,mean_number_seedlings_ha,lci_number_seedlings_ha,uci_number_seedlings_ha,mean_rubbing_damage_perc_established,lci_rubbing_damage_perc_established,uci_rubbing_damage_perc_established,mean_rubbing_damage_perc_seedlings,lci_rubbing_damage_perc_seedlings,uci_rubbing_damage_perc_seedlings
CP,966,1,1,2006,3,1,314.38013450250935,68534.86932154704,,,,,314.38013451036886,314.38013450250935,314.3801345182284,204693.49556175398,113783.79559800953,368237.2072849253,,,,,,
CA,121000,1,1,2006,7,1,100,21000,,,,,100.000000005,100,100.00000001,42538.89760160505,35936.79296298421,50353.903616934585,,,,,,
CA,121000,2,1,2006,8,1,100,22300,,,,,100.000000005,100,100.00000001,43845.94980289747,37669.80374707864,51034.70480032157,,,,,,
CA,121000,3,1,2006,8,1,100,27000,,,,,100.000000005,100,100.00000001,70282.01710834689,59838.99448180477,82547.5423107241,,,,,,
CA,121000,4,1,2006,9,0,0,30200,,,,,0,0,0,73390.63764039702,63488.44582335801,84837.2585501602,,,,,,
CA,121000,5,1,2006,9,0,0,21200,,,,,0,0,0,42574.90200309411,36854.55840997073,49183.12303214778,,,,,,
CA,121000,6,1,2006,7,0,0,14900,,,,,0,0,0,36570.256526336074,30397.19533613273,43996.94273149919,,,,,,
CA,121000,7,1,2006,7,0,0,21300,,,,,0,0,0,42691.01844137186,35564.954471558616,51244.91462568942,,,,,,
CA,121000,8,1,2006,9,2,200,19300,,,,,200.00000001,200.00000000292889,200.00000001707105,40955.498564159076,35359.297968370294,47437.3915494382,,,,,,
CA,121000,9,1,2006,7,2,200,14900,,,,,200.00000001,200.00000000292889,200.00000001707105,36570.256526336074,30397.19533613273,43996.94273149919,,,,,,
CA,121000,10,1,2006,7,2,300,22500,,,,,300.00000001000006,300.0000000016148,300.00000001838526,65876.68955779965,51149.49835886938,84844.19918738448,,,,,,
CA,121000,11,1,2006,5,2,500,21100,,,,,500.0000000099999,500.0000000024884,500.00000001751147,64509.67762638853,44962.50427968374,92554.86486194102,,,,,,
CA,121000,12,1,2006,3,1,100,5400,,,,,100.000000005,100,100.00000001,5376.066473090688,4556.617609387139,6342.882638110389,,,,,,
CA,121000,13,1,2006,4,2,500,11400,,,,,500.00000001500007,500.00000000289197,500.0000000271082,33145.408228261105,25953.761304487623,42329.82162890274,,,,,,
CA,121000,14,1,2006,10,3,800,14900,,,,,800.0000000150001,800.0000000005558,800.0000000294443,36519.98240139132,31682.72782611276,42095.7791866234,,,,,,
CA,121000,15,1,2006,8,0,0,23900,,,,,0,0,0,67357.82838791839,55924.67643594969,81128.35575065974,,,,,,
CA,121000,16,1,2006,5,0,0,21100,,,,,0,0,0,42581.03873879851,34881.097883777875,51980.72796092515,,,,,,
CA,121000,17,1,2006,9,1,100,26400,,,,,100.000000005,100,100.00000001,69707.42043910892,60167.217083942924,80760.33261594002,,,,,,
CA,121000,18,1,2006,10,0,0,31100,,,,,0,0,0,74321.39101780906,63394.36181943333,87131.86794994769,,,,,,
CA,121000,19,1,2006,9,1,100,26900,,,,,100.000000005,100,100.00000001,48221.21678612676,42997.89845188631,54079.05576912266,,,,,,
CA,121000,20,1,2006,7,0,0,19600,,,,,0,0,0,41083.56752740976,35786.13085921094,47165.18607221271,,,,,,
CA,121000,21,1,2006,8,0,0,20200,,,,,0,0,0,41624.006509975734,35227.26816234672,49182.295656816714,,,,,,
CA,121000,22,1,2006,8,2,1000,16600,,,,,1000.0000000150003,999.9999999972135,1000.0000000327869,38161.479674288435,31494.75010512423,46239.405807959985,,,,,,
CA,121000,23,1,2006,7,1,100,13400,,,,,100.000000005,100,100.00000001,35070.78906290043,30104.65062292816,40856.154117188125,,,,,,
CA,121000,24,1,2006,5,1,100,17300,,,,,100.000000005,100,100.00000001,38956.03110069845,31036.532321007922,48896.32460941438,,,,,,
CA,121000,25,1,2006,7,1,100,22500,,,,,100.000000005,100,100.00000001,65842.64319886468,51038.635699826045,84940.62593894484,,,,,,
CA,121000,26,1,2006,4,1,500,11600,,,,,500.0000000099999,500.0000000024884,500.00000001751147,33287.54936545957,25455.309242183666,43529.6594598689,,,,,,
CA,121000,27,1,2006,5,3,1000,16400,,,,,1000.0000000200001,1000.0000000055663,1000.0000000344339,38089.01916931233,32576.121441610485,44534.87146653144,,,,,,
CA,121000,28,1,2006,5,3,800,11700,,,,,800.0000000199998,800.000000007307,800.0000000326926,33371.32159945484,28506.11770105004,39066.8809051195,,,,,,
CA,121000,29,1,2006,6,1,100,24200,,,,,100.000000005,100,100.00000001,45579.314088048304,38870.62431351866,53445.85813648592,,,,,,
CA,121000,30,1,2006,8,2,300,18800,,,,,300.00000001000006,300.0000000016148,300.00000001838526,40463.08330200088,34718.528471273145,47158.13666064124,,,,,,
CA,121000,31,1,2006,6,1,100,21300,,,,,100.000000005,100,100.00000001,64709.6776263985,50002.01852183706,83743.46680991905,,,,,,
CA,121000,32,1,2006,5,2,400,30200,,,,,400.00000001,400.0000000029289,400.00000001707105,73418.57584808061,58983.201159142074,91386.82156325965,,,,,,
CA,121000,33,1,2006,7,1,100,19800,,,,,100.000000005,100,100.00000001,41487.954096203546,35852.90141949573,48008.67620026782,,,,,,
CA,121000,34,1,2006,6,0,0,24400,,,,,0,0,0,67668.02403349896,55978.62655283302,81798.38910975315,,,,,,
CA,121000,35,1,2006,8,1,100,23000,,,,,100.000000005,100,100.00000001,44412.30215664718,37701.293791537086,52317.90170808646,,,,,,
CA,121000,36,1,2006,9,1,100,22300,,,,,100.000000005,100,100.00000001,43899.64204174966,38002.117580296734,50712.39957409516,,,,,,
CA,121000,37,1,2006,9,1,100,16900,,,,,100.000000005,100,100.00000001,38501.519944189706,33431.87375488347,44339.93287008943,,,,,,
CA,121000,38,1,2006,6,3,500,17700,,,,,500.00000001500007,500.00000000289197,500.0000000271082,39184.10006395413,32825.30655525332,46774.69486042766,,,,,,
CA,121000,39,1,2006,6,1,100,18100,,,,,100.000000005,100,100.00000001,39754.44027382293,34137.43456434413,46295.673405278896,,,,,,
CA,121000,40,1,2006,5,1,200,20600,,,,,200.00000001,200.00000000292889,200.00000001707105,42072.39571063056,36061.137267440405,49085.70874247208,,,,,,
CA,121000,41,1,2006,6,3,700,19300,,,,,700.0000000200001,700.000000006555,700.0000000334452,40903.522284561855,32945.693338663354,50783.51571129898,,,,,,
CA,121000,42,1,2006,4,2,500,10700,,,,,500.0000000099999,500.0000000024884,500.00000001751147,32396.7249301969,25309.032502325408,41469.29702296634,,,,,,
CA,121000,43,1,2006,8,2,400,19200,,,,,400.000000015,400.000000005,400.000000025,40617.065636435276,35801.2752769703,46080.6495900361,,,,,,
CA,121000,44,1,2006,7,1,700,23400,,,,,700.000000005,700.0000000000001,700.0000000099999,44990.46647702234,39612.630788821865,51098.40052307901,,,,,,
CA,121000,45,1,2006,6,2,200,23400,,,,,200.00000001,200.00000000292889,200.00000001707105,66751.2862270526,54714.85759413133,81435.54436380035,,,,,,
CA,121000,46,1,2006,4,0,0,15200,,,,,0,0,0,36744.19361793255,30403.421159443475,44407.36315665434,,,,,,
CA,121000,47,1,2006,6,1,200,16900,,,,,200.000000005,200,200.00000001,38477.70744031316,32219.814626356212,45951.03935362917,,,,,,
CA,121000,48,1,2006,9,0,0,36100,,,,,0,0,0,101071.68983723636,84261.34678750414,121235.73709682803,,,,,,
CA,121000,49,1,2006,6,0,0,28800,,,,,0,0,0,72035.33615065977,58058.12433027232,89377.49392005219,,,,,,
CA,121000,50,1,2006,6,0,0,26000,,,,,0,0,0,69353.28856743473,53964.818704376274,89129.89519091662,,,,,,
CA,121000,51,1,2006,6,3,700,22100,,,,,700.0000000150002,700.0000000021021,700.0000000278981,65484.27429564648,52140.69906473453,82242.66756959906,,,,,,
CA,121000,52,1,2006,8,5,3400,22300,,,,,3400.0000000249997,3399.999999956991,3400.0000000930095,65700.50206166621,51943.47237474602,83101.0283643193,,,,,,
CA,121000,53,1,2006,6,2,400,23200,,,,,400.00000001,399.9999999994591,400.0000000205409,66609.14508985414,55160.16432958315,80434.46323131665,,,,,,
CA,121000,54,1,2006,7,4,900,30100,,,,,900.0000000300001,900.0000000143378,900.0000000456624,73368.61060038084,60146.69828144532,89497.06592773863,,,,,,
CA,121000,55,1,2006,3,1,600,21800,,,,,600.0000000100001,600.0000000029291,600.0000000170711,65110.187666810154,42985.30494454289,98622.92575280271,,,,,,
CA,121000,56,1,2006,4,1,100,10700,,,,,100.000000005,100,100.00000001,32396.7249301969,25309.032502325408,41469.29702296634,,,,,,
CA,121000,57,1,2006,8,0,0,23800,,,,,0,0,0,45348.83538024054,39631.167632030425,51891.402479952485,,,,,,
CA,121000,58,1,2006,8,1,200,19100,,,,,200.000000005,200,200.00000001,40705.224439204314,35349.78578288243,46872.00388773873,,,,,,
CA,121000,59,1,2006,8,1,200,18000,,,,,200.00000001,200.00000000292889,200.00000001707105,39568.53187558586,34010.11528540456,46035.383933589925,,,,,,
CA,121000,60,1,2006,7,2,300,21100,,,,,300.00000001000006,300.0000000016148,300.00000001838526,42566.80722483564,37416.15347912384,48426.49253957329,,,,,,
CA,121000,61,1,2006,7,1,100,15400,,,,,100.000000005,100,100.00000001,37028.625429559244,30970.14667125835,44272.283104008035,,,,,,
CA,121000,62,1,2006,5,2,600,28700,,,,,600.00000001,599.9999999947029,600.0000000252971,50142.879786241574,39929.72100140862,62968.3436347771,,,,,,
CA,121000,63,1,2006,4,1,100,26400,,,,,100.000000005,100,100.00000001,69711.6574706529,52384.96715749752,92769.27047972959,,,,,,
CA,121000,64,1,2006,6,1,300,24600,,,,,300.00000000500006,300.00000000000006,300.00000001000006,67850.09411284675,54627.71178796284,84272.89228205541,,,,,,
CA,121000,65,1,2006,7,2,800,24200,,,,,800.00000001,799.9999999994591,800.0000000205409,67559.92925523553,56451.848917501055,80853.75640473318,,,,,,
CA,121000,66,1,2006,5,2,2300,19300,,,,,2300.0000000150003,2299.9999999946353,2300.0000000353652,40781.571275347895,31541.543230694064,52728.445895057856,,,,,,
CA,121000,67,1,2006,4,2,400,16300,,,,,400.00000001,399.9999999994591,400.0000000205409,37777.04786265673,29517.75804094807,48347.34884802995,,,,,,
CA,121000,68,1,2006,6,0,0,29100,,,,,0,0,0,72303.69953629182,58001.68884180366,90132.28874926321,,,,,,
CA,121000,69,1,2006,3,1,100,21900,,,,,100.000000005,100,100.00000001,65210.18766681518,46779.14739257524,90903.0799525899,,,,,,
CA,121000,70,1,2006,6,0,0,14300,,,,,0,0,0,35927.455811491156,30043.21067439892,42964.18565498325,,,,,,
CA,121000,71,1,2006,4,1,100,19700,,,,,100.000000005,100,100.00000001,41187.804558958735,32020.73058065782,52979.279786068255,,,,,,
CA,121000,72,1,2006,7,1,100,16300,,,,,100.000000005,100,100.00000001,37869.06441214025,32372.374817608386,44299.06818794128,,,,,,
CA,121000,73,1,2006,9,0,0,16900,,,,,0,0,0,38501.519944189706,33431.87375488347,44339.93287008943,,,,,,
CA,121000,74,1,2006,4,2,900,15000,,,,,900.0000000149997,899.9999999989063,900.0000000310934,36544.193617922545,28031.45312478257,47642.12833488524,,,,,,
CA,121000,75,1,2006,5,2,200,16600,,,,,200.00000001,200.00000000292889,200.00000001707105,38093.27562868146,30591.57163078937,47434.55699615697,,,,,,
CA,121000,76,1,2006,7,4,1000,29500,,,,,1000.0000000200001,1000.0000000044881,1000.0000000355122,50783.70367686474,41871.1145864885,61593.4059699434,,,,,,
CA,121000,77,1,2006,5,3,500,14900,,,,,500.0000000149999,500.0000000047938,500.00000002520613,14555.483672476867,12428.559607443407,17046.392472773547,,,,,,
CA,121000,78,1,2006,5,2,700,17600,,,,,700.0000000099999,700.0000000005758,700.000000019424,39084.100063949154,31923.695586205842,47850.565223057965,,,,,,
CA,121000,79,1,2006,7,2,800,21200,,,,,800.0000000149997,799.999999996013,800.0000000339865,42681.03873880351,35845.705957266444,50819.78494146429,,,,,,
CA,121000,80,1,2006,4,2,1800,11300,,,,,1800.0000000149996,1799.99999999909,1800.0000000309092,32971.321599434814,24058.341810172402,45186.32483447814,,,,,,
CA,121000,81,1,2006,4,1,100,14500,,,,,100.000000005,100,100.00000001,36085.82471469936,27385.421928204963,47550.36269858785,,,,,,
CA,121000,82,1,2006,6,1,200,15800,,,,,200.000000005,200,200.00000001,37456.56363726285,31335.220294520765,44773.7129761825,,,,,,
CA,121000,83,1,2006,6,2,300,24400,,,,,300.000000015,300.00000000633975,300.00000002366033,67707.95297564831,55228.86910923375,83006.7131573067,,,,,,
CA,121000,84,1,2006,5,0,0,18700,,,,,0,0,0,40206.97460610994,32596.697799266312,49594.005409123274,,,,,,
CA,121000,85,1,2006,6,1,100,12500,,,,,100.000000005,100,100.00000001,34145.91826870277,29598.61448075056,39391.83488373081,,,,,,
CA,121000,86,1,2006,5,1,200,11700,,,,,200.000000005,200,200.00000001,33387.54936546456,26699.20550058496,41751.37168807927,,,,,,
CA,121000,87,1,2006,6,4,600,11100,,,,,600.000000025,600.0000000126307,600.0000000373693,32812.952696226625,27186.37140173475,39604.02985505094,,,,,,
CA,121000,88,1,2006,6,4,2200,11800,,,,,2200.0000000249997,2199.9999999864717,2200.0000000635278,11540.98055721733,10160.057422736956,13109.594432409029,,,,,,
CA,121000,89,1,2006,5,3,3300,20900,,,,,3300.0000000150008,3299.9999999371994,3300.0000000928026,42412.67535317146,35833.35250284439,50200.02051080008,,,,,,
CA,121000,90,1,2006,7,4,2900,28000,,,,,2900.000000024999,2899.9999999669876,2900.0000000830105,71368.9837969051,57814.63051915218,88101.08795066284,,,,,,
CA,121000,91,1,2006,4,0,0,11900,,,,,0,0,0,33603.77713148431,26533.50299718255,42558.03832695493,,,,,,
CA,121000,92,1,2006,4,2,400,12300,,,,,400.00000001,400.0000000029289,400.00000001707105,33996.19239363751,25950.669574188087,44536.080040677574,,,,,,
CA,121000,93,1,2006,7,3,400,12400,,,,,400.000000015,400.000000005,400.000000025,34096.192393642494,27225.20284743826,42701.25523981813,,,,,,
CA,121000,94,1,2006,6,1,100,11800,,,,,100.000000005,100,100.00000001,33471.32159945983,29096.547099809275,38503.85978004275,,,,,,
CA,121000,95,1,2006,4,2,200,15800,,,,,200.00000001,200.00000000292889,200.00000001707105,37472.79140327256,28718.055549933346,48896.41964483341,,,,,,
CA,121000,96,1,2006,3,1,300,15200,,,,,300.00000000500006,300.00000000000006,300.00000001000006,36794.46774287729,27874.5874926123,48568.71359407377,,,,,,
CA,121000,97,1,2006,4,3,2100,41000,,,,,2100.0000000249997,2099.9999999879333,2100.0000000620666,127754.44418867807,85887.51687890636,190029.92056423603,,,,,,
CA,121000,98,1,2006,5,3,1400,29400,,,,,1400.00000002,1399.9999999947722,1400.0000000452276,72562.06843950499,54461.27125865219,96678.86287878237,,,,,,
CA,131000,1,1,2006,3,3,300,0,,,,,300.000000015,300.00000000633975,300.00000002366033,0,0,0,,,,,,
CA,131000,2,1,2006,1,1,100,0,,,,,100.000000005,100,100.00000001,0,0,0,,,,,,
CA,131000,3,1,2006,1,1,300,300,,,,,300.00000001000006,300.0000000016148,300.00000001838526,316.2277660247436,200.00000000999995,499.9999999999999,,,,,,
CA,131000,4,1,2006,3,3,600,1100,,,,,600.0000000150001,600.0000000033334,600.0000000266667,1090.824435272682,839.1785520525926,1417.9317925577689,,,,,,
CA,131000,5,1,2006,4,3,500,2600,,,,,500.0000000149999,500.0000000047938,500.00000002520613,2574.064132698556,2104.8495792435833,3147.8763255026875,,,,,,
CA,131000,6,1,2006,3,2,600,300,,,,,600.0000000150001,600.0000000033334,600.0000000266667,316.2277660247436,200.00000000999995,499.9999999999999,,,,,,
CA,131000,7,1,2006,4,3,1300,1800,,,,,1300.00000002,1300.0000000086702,1300.0000000313298,1799.467463450618,1368.851795092969,2365.5469230673566,,,,,,
CA,131000,8,1,2006,2,1,700,5400,,,,,700.0000000099999,700.0000000027084,700.0000000172915,5376.066473090688,4556.617609387139,6342.882638110389,,,,,,
CA,131000,9,1,2006,4,3,1000,8400,,,,,1000.0000000250003,1000.0000000089926,1000.0000000410079,8226.477441942801,6916.009717636062,9785.25679774862,,,,,,
CA,131000,10,1,2006,2,2,2500,13100,,,,,2500.000000015,2499.9999999729844,2500.000000057015,34678.77251340192,19120.514028502963,62896.70148216404,,,,,,
CA,131000,11,1,2006,2,1,100,10400,,,,,100.000000005,100,100.00000001,32096.724930181874,17313.975875075375,59501.05040441926,,,,,,
CA,131000,12,1,2006,4,2,400,400,,,,,400.00000001,399.9999999994591,400.0000000205409,416.2277660297436,331.0137588276933,523.3787073615046,,,,,,
CA,131000,13,1,2006,4,2,300,400,,,,,300.000000015,300.00000000633975,300.00000002366033,416.2277660297436,331.0137588276933,523.3787073615046,,,,,,
CA,131000,14,1,2006,2,1,200,400,,,,,200.000000005,200,200.00000001,416.2277660297436,331.0137588276933,523.3787073615046,,,,,,
CA,131000,15,1,2006,4,2,200,5400,,,,,200.00000001,200.00000000292889,200.00000001707105,5376.066473090688,4556.617609387139,6342.882638110389,,,,,,
CA,131000,16,1,2006,4,2,700,8400,,,,,700.0000000099999,700.0000000027084,700.0000000172915,8226.477441942801,6916.009717636062,9785.25679774862,,,,,,
CA,131000,17,1,2006,4,4,1300,8400,,,,,1300.0000000300001,1300.0000000076132,1300.0000000523873,8226.477441942801,6916.009717636062,9785.25679774862,,,,,,
CA,131000,18,1,2006,3,3,1300,14900,,,,,1300.0000000249995,1300.0000000021846,1300.0000000478146,36478.23997685255,26288.22912790808,50618.16774855283,,,,,,
CA,131000,19,1,2006,4,3,800,12000,,,,,800.0000000149997,799.999999996013,800.0000000339865,33645.91826867777,24393.869900285725,46407.06131376412,,,,,,
CA,131000,20,1,2006,3,2,700,10400,,,,,700.0000000200001,700.000000006555,700.0000000334452,32096.724930181874,17313.975875075375,59501.05040441926,,,,,,
CA,131000,21,1,2006,5,3,900,9900,,,,,900.0000000200001,900.0000000029758,900.0000000370246,9733.529643245229,8596.576241055125,11020.852564939878,,,,,,
CA,131000,22,1,2006,4,3,1100,12700,,,,,1100.000000025,1100.0000000029438,1100.0000000470561,34354.56129685569,24849.551088101234,47495.25968155416,,,,,,
CA,131000,23,1,2006,5,2,900,12200,,,,,900.0000000149997,899.9999999989063,900.0000000310934,33845.918268687754,27315.250006295468,41937.971762538225,,,,,,
CA,131000,24,1,2006,6,4,6900,14100,,,,,6900.000000030001,6899.999999958353,6900.000000101649,35727.455811481166,28146.772087694666,45349.82181205013,,,,,,
CA,131000,25,1,2006,5,4,1400,13000,,,,,1400.000000025,1400.000000000479,1400.0000000495206,34670.78906288045,26339.17836242943,45637.8554297423,,,,,,
CA,131000,26,1,2006,3,2,500,10500,,,,,500.0000000149999,500.0000000047938,500.00000002520613,32196.7249301869,21335.480218200588,48587.09931196228,,,,,,
CA,131000,27,1,2006,3,2,200,3000,,,,,200.00000001,200.00000000292889,200.00000001707105,2898.275349244788,2100.0000000100003,3999.9999999999977,,,,,,
CA,131000,28,1,2006,4,2,300,500,,,,,300.000000015,300.00000000633975,300.00000002366033,516.2277660347436,443.1166054650644,601.4017600300295,,,,,,
CA,131000,29,1,2006,5,4,1900,11200,,,,,1900.0000000299997,1900.0000000047248,1900.0000000552748,32929.18046224137,26101.58507057551,41542.72328607477,,,,,,
CA,131000,30,1,2006,7,4,2300,1800,,,,,2300.0000000300006,2299.9999999994125,2300.0000000605887,1823.2799673271686,1543.2837750053059,2154.0755453384663,,,,,,
CA,131000,31,1,2006,4,4,6600,900,,,,,6600.000000029999,6599.999999970974,6600.000000089024,874.596669252938,769.7427935731275,993.733673449018,,,,,,
CA,131000,32,1,2006,5,4,1400,700,,,,,1400.000000025,1400.00000000363,1400.00000004637,732.4555320544872,590.1819240894214,909.0266654048445,,,,,,
CA,131000,33,1,2006,7,1,300,5000,,,,,300.00000000500006,300.00000000000006,300.00000001000006,4995.641945403249,4387.842784252282,5687.632778512395,,,,,,
CA,131000,34,1,2006,8,4,1400,6000,,,,,1400.0000000299997,1400.000000006286,1400.0000000537136,5980.583797456598,5372.738541575372,6657.197680777674,,,,,,
CP,1003,1,1,2007,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,
CP,1004,1,1,2007,2,1,314.38013450250935,18862.80807015056,,,,,314.3801345182284,314.38013450711327,314.38013452934337,18223.20388241767,13203.965649168269,25150.410760200735,,,,,,
CP,1005,1,1,2007,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,
CP,1008,1,1,2007,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,
CP,1009,1,1,2007,2,1,628.7602690050187,2515.041076020075,,,,,628.7602690207377,628.7602690096227,628.7602690318527,2617.0748213621955,2081.283000448628,3290.797368321186,,,,,,
CP,1011,1,1,2007,3,3,628.7602690050187,0,,,,,628.7602690364567,628.7602690207377,628.7602690521757,0,0,0,,,,,,
CP,1018,1,1,2007,1,1,157.19006725125467,0,,,,,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,,,,,,
CP,1019,1,1,2007,1,1,157.19006725125467,0,,,,,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,,,,,,
CP,1022,1,1,2007,1,0,0,1886.280807015056,,,,,0,0,0,1988.3145523257388,1257.520538072913,3143.801345025093,,,,,,
CP,1023,1,1,2007,1,0,0,628.7602690050187,,,,,0,0,0,628.7602690364567,628.7602690050187,628.7602690678947,,,,,,
CP,1024,1,1,2007,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,
CP,1026,1,1,2007,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,
CP,1027,1,1,2007,1,1,157.19006725125467,0,,,,,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,,,,,,
CP,1028,1,1,2007,1,0,0,18862.80807015056,,,,,0,0,0,18223.20388241767,13203.965649168269,25150.410760200735,,,,,,
CP,1029,1,1,2007,2,2,628.7602690050187,11317.684842090337,,,,,628.7602690207377,628.7602690041684,628.7602690373069,11314.336463849892,8606.79622910658,14873.619196918255,,,,,,
CP,1032,1,1,2007,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,
CP,1035,1,1,2007,5,4,5501.652353793914,53444.62286542659,,,,,5501.652353833212,5501.65235377565,5501.652353890775,52353.58196263318,45965.042249266706,59630.04514287978,,,,,,
CP,1037,1,1,2007,1,0,0,18862.80807015056,,,,,0,0,0,18223.20388241767,13203.965649168269,25150.410760200735,,,,,,
CP,1041,1,1,2007,1,0,0,9431.40403507528,,,,,0,0,0,9326.021911524154,6916.3629591180825,12575.205380100371,,,,,,
CP,1044,1,1,2007,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,
CP,1046,1,1,2007,3,2,628.7602690050187,50929.58178940651,,,,,628.7602690207377,628.7602690096227,628.7602690318527,49736.507141270995,43954.94504847918,56278.540216245594,,,,,,
CP,1051,1,1,2007,3,1,157.19006725125467,6916.3629590552055,,,,,157.1900672591142,157.19006725125467,157.19006726697367,6858.670653592992,5276.421321318303,8915.391753193911,,,,,,
CP,1052,1,1,2007,2,1,157.19006725125467,1886.280807015056,,,,,157.1900672591142,157.19006725125467,157.19006726697367,1988.3145523257388,1257.520538072913,3143.801345025093,,,,,,
CP,1053,1,1,2007,4,3,785.9503362562733,10060.1643040803,,,,,785.950336279852,785.9503362608193,785.9503362988847,9954.782180560609,8572.79491046929,11559.554299075406,,,,,,
CP,1058,1,1,2007,3,3,471.570201753764,31438.013450250935,,,,,471.5702017773426,471.57020176372953,471.5702017909557,31185.49519673144,25779.171029268644,37725.616140301114,,,,,,
CP,1059,1,1,2007,1,1,157.19006725125467,0,,,,,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,,,,,,
CP,1060,1,1,2007,1,0,0,5030.08215204015,,,,,0,0,0,4870.356101267252,3772.561614092987,6287.602690050188,,,,,,
CP,1062,1,1,2007,2,2,943.140403507528,50300.82152040149,,,,,943.1404035311066,943.1404035085317,943.1404035536813,49107.74687223453,38354.376409369,62876.02690050189,,,,,,
CP,1063,1,1,2007,2,1,628.7602690050187,18862.80807015056,,,,,628.7602690207377,628.7602690041684,628.7602690373069,18223.20388241767,13203.965649168269,25150.410760200735,,,,,,
CP,1065,1,1,2007,1,1,157.19006725125467,0,,,,,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,,,,,,
CP,1101,1,1,2007,5,1,471.570201753764,9431.40403507528,,,,,471.5702017694831,471.5702017563023,471.5702017826638,9475.745474955185,7961.561728467539,11277.906944447768,,,,,,
CP,1102,1,1,2007,4,2,1729.0907397638014,10060.1643040803,,,,,1729.09073977952,1729.0907397682658,1729.0907397907738,9954.782180560609,8572.79491046929,11559.554299075406,,,,,,
CP,1103,1,1,2007,5,5,5973.222555547677,1257.5205380100374,,,,,5973.222555610552,5973.222555540011,5973.222555681094,1257.5205380729135,1257.520538028453,1257.5205381173735,,,,,,
CP,1104,1,1,2007,4,4,3772.561614030112,0,,,,,3772.5616140772704,3772.5616140204006,3772.56161413414,0,0,0,,,,,,
CP,1105,1,1,2007,6,4,3929.751681281367,22635.369684180674,,,,,3929.7516813206657,3929.751681276783,3929.7516813645475,22097.799241852776,19756.071272424513,24717.09706852572,,,,,,
CP,1106,1,1,2007,3,3,2515.041076020075,0,,,,,2515.041076059372,2515.0410760291797,2515.041076089564,0,0,0,,,,,,
CP,1107,1,1,2007,3,3,1257.5205380100374,0,,,,,1257.5205380414752,1257.5205380180425,1257.5205380649077,0,0,0,,,,,,
CP,1108,1,1,2007,1,1,471.570201753764,5030.08215204015,,,,,471.5702017616236,471.5702017537641,471.5702017694831,4870.356101267252,3772.561614092987,6287.602690050188,,,,,,
CP,1109,1,1,2007,3,3,3300.991412276348,0,,,,,3300.9914122999276,3300.9914122706236,3300.991412329232,0,0,0,,,,,,
CP,1110,1,1,2007,2,1,2357.85100876882,63504.78716950689,,,,,2357.8510087845402,2357.851008764286,2357.851008804794,199823.1394604868,63504.78716956979,628760.2690050185,,,,,,
CP,1111,1,1,2007,5,5,2515.041076020075,628.7602690050187,,,,,2515.0410760672316,2515.041076034335,2515.0410761001276,628.7602690364567,628.7602690050187,628.7602690678947,,,,,,
CP,1112,1,1,2007,2,2,314.38013450250935,628.7602690050187,,,,,314.3801345182284,314.38013450711327,314.38013452934337,628.7602690364567,628.7602690050187,628.7602690678947,,,,,,
CP,1113,1,1,2007,3,3,6759.172891803951,19491.56833915558,,,,,6759.172891835387,6759.172891715049,6759.1728919557245,18851.964151454125,16047.09527402018,22147.09555212083,,,,,,
CP,1114,1,1,2007,3,2,314.38013450250935,63504.78716950689,,,,,314.3801345182284,314.38013450711327,314.38013452934337,199823.1394604868,63504.78716956979,628760.2690050185,,,,,,
CP,1115,1,1,2007,2,1,157.19006725125467,5030.08215204015,,,,,157.1900672591142,157.19006725125467,157.19006726697367,4870.356101267252,3772.561614092987,6287.602690050188,,,,,,
CP,1116,1,1,2007,3,2,1257.5205380100374,1886.280807015056,,,,,1257.5205380257564,1257.520537993999,1257.520538057514,1988.3145523257388,1257.520538072913,3143.801345025093,,,,,,
CP,1117,1,1,2007,2,2,1100.3304707587827,1886.280807015056,,,,,1100.3304707745015,1100.3304707596878,1100.3304707893153,1988.3145523257388,1257.520538072913,3143.801345025093,,,,,,
CP,1118,1,1,2007,2,2,1100.3304707587827,5030.08215204015,,,,,1100.3304707745015,1100.3304707466139,1100.3304708023893,4870.356101267252,3772.561614092987,6287.602690050188,,,,,,
