plot_id	subplot_id	year	period	number_of_species	cumm_herb_coverage_class_average_perc
121000	1	2006	1	19	0.92
121000	2	2006	1	16	0.78
121000	3	2006	1	16	0.63
121000	4	2006	1	21	0.61
121000	5	2006	1	20	0.885
121000	6	2006	1	19	0.89
121000	7	2006	1	22	1.14
121000	8	2006	1	22	1
121000	9	2006	1	19	1.18
121000	10	2006	1	18	1.01
121000	11	2006	1	15	1.535
121000	12	2006	1	15	1.535
121000	13	2006	1	21	1.505
121000	14	2006	1	21	1.05
121000	15	2006	1	18	0.55
121000	16	2006	1	15	0.765
121000	17	2006	1	19	0.85
121000	18	2006	1	19	0.68
121000	19	2006	1	19	0.64
121000	20	2006	1	21	1.045
121000	21	2006	1	21	1.215
121000	22	2006	1	21	1.17
121000	23	2006	1	19	1.075
121000	24	2006	1	18	1.24
121000	25	2006	1	24	1.245
121000	26	2006	1	18	1.235
121000	27	2006	1	22	1.325
121000	28	2006	1	16	0.985
121000	29	2006	1	22	1.32
121000	30	2006	1	19	1.085
121000	31	2006	1	20	1.325
121000	32	2006	1	18	1.095
121000	33	2006	1	20	0.865
121000	34	2006	1	19	0.7
121000	35	2006	1	21	1.135
121000	36	2006	1	19	0.77
121000	37	2006	1	23	0.98
121000	38	2006	1	21	1.17
121000	39	2006	1	20	1.2
121000	40	2006	1	21	1.255
121000	41	2006	1	21	1.3
121000	42	2006	1	13	1.335
121000	43	2006	1	21	1.385
121000	44	2006	1	24	1.135
121000	45	2006	1	17	0.985
121000	46	2006	1	18	1.135
121000	47	2006	1	18	1.255
121000	48	2006	1	19	0.925
121000	49	2006	1	19	1.39
121000	50	2006	1	23	1.3
121000	51	2006	1	21	1.425
121000	52	2006	1	23	1.465
121000	53	2006	1	21	1.345
121000	54	2006	1	19	1.115
121000	55	2006	1	15	1.215
121000	56	2006	1	16	1.23
121000	57	2006	1	18	1.175
121000	58	2006	1	20	1.33
121000	59	2006	1	17	0.805
121000	60	2006	1	22	0.8
121000	61	2006	1	22	1.3
121000	62	2006	1	15	1.275
121000	63	2006	1	18	1.385
121000	64	2006	1	17	1.2
121000	65	2006	1	23	1.24
121000	66	2006	1	20	1.335
121000	67	2006	1	22	1.275
121000	68	2006	1	19	1.48
121000	69	2006	1	15	1.095
121000	70	2006	1	19	1.33
121000	71	2006	1	17	1.425
121000	72	2006	1	18	1.235
121000	73	2006	1	21	1.345
121000	74	2006	1	16	1.245
121000	75	2006	1	19	1.34
121000	76	2006	1	21	1.02
121000	77	2006	1	16	1.075
121000	78	2006	1	18	1.09
121000	79	2006	1	18	0.735
121000	80	2006	1	12	0.825
121000	81	2006	1	18	0.65
121000	82	2006	1	14	1.225
121000	83	2006	1	19	1.32
121000	84	2006	1	14	1.305
121000	85	2006	1	14	1.345
121000	86	2006	1	15	1.365
121000	87	2006	1	20	1.31
121000	88	2006	1	20	0.51
121000	89	2006	1	19	1.015
121000	90	2006	1	21	1.295
121000	91	2006	1	16	1.195
121000	92	2006	1	15	0.965
121000	93	2006	1	18	0.195
121000	94	2006	1	18	1.13
121000	95	2006	1	15	1.235
121000	96	2006	1	16	1.39
121000	97	2006	1	18	1.395
121000	98	2006	1	18	1.475
121000	1	2016	2	16	0.86
121000	2	2016	2	13	0.945
121000	3	2016	2	12	0.715
121000	4	2016	2	17	0.655
121000	5	2016	2	19	0.935
121000	6	2016	2	15	1.375
121000	7	2016	2	20	0.98
121000	8	2016	2	19	1.025
121000	9	2016	2	16	1.04
121000	10	2016	2	18	1.105
121000	11	2016	2	14	1.27
121000	12	2016	2	18	1.385
121000	13	2016	2	19	1.3
121000	14	2016	2	14	0.975
121000	15	2016	2	16	0.555
121000	16	2016	2	14	0.86
121000	17	2016	2	17	0.95
121000	18	2016	2	17	0.58
121000	19	2016	2	17	0.895
121000	20	2016	2	18	0.98
121000	21	2016	2	16	1.085
121000	22	2016	2	16	1.305
121000	23	2016	2	17	1.2
121000	24	2016	2	18	1.13
121000	25	2016	2	15	1.365
121000	26	2016	2	16	1.285
121000	27	2016	2	18	1.345
121000	28	2016	2	18	1.05
121000	29	2016	2	14	0.795
121000	30	2016	2	16	0.88
121000	31	2016	2	16	1.13
121000	32	2016	2	16	1.255
121000	33	2016	2	18	1.145
121000	34	2016	2	12	0.855
121000	35	2016	2	16	1.09
121000	36	2016	2	16	1.02
121000	37	2016	2	18	0.925
121000	38	2016	2	19	1.125
121000	39	2016	2	20	1.11
121000	40	2016	2	20	1.36
121000	41	2016	2	18	1.155
121000	42	2016	2	15	1.22
121000	43	2016	2	15	1.035
121000	44	2016	2	19	1.265
121000	45	2016	2	17	1.28
121000	46	2016	2	17	1.05
121000	47	2016	2	17	1.32
121000	48	2016	2	17	1.06
121000	49	2016	2	16	1.23
121000	50	2016	2	16	1.28
121000	51	2016	2	18	1.18
121000	52	2016	2	15	0.82
121000	53	2016	2	19	1.335
121000	54	2016	2	21	1.09
121000	55	2016	2	17	1.12
121000	56	2016	2	14	1.205
121000	57	2016	2	16	1.135
121000	58	2016	2	18	1.075
121000	59	2016	2	14	1.115
121000	60	2016	2	16	1.49
121000	61	2016	2	19	1.58
121000	62	2016	2	13	1.385
121000	63	2016	2	16	1.43
121000	64	2016	2	15	1.19
121000	65	2016	2	17	0.695
121000	66	2016	2	16	1.165
121000	67	2016	2	17	1.29
121000	68	2016	2	16	1.12
121000	69	2016	2	17	0.99
121000	70	2016	2	19	1.36
121000	71	2016	2	15	1.245
121000	72	2016	2	18	1.16
121000	73	2016	2	19	1.135
121000	74	2016	2	16	0.95
121000	75	2016	2	15	1.03
121000	76	2016	2	16	1.35
121000	77	2016	2	17	1.455
121000	78	2016	2	16	1.205
121000	79	2016	2	15	0.98
121000	80	2016	2	14	1.07
121000	81	2016	2	14	1.115
121000	82	2016	2	14	1.315
121000	83	2016	2	13	1.395
121000	84	2016	2	17	1.365
121000	85	2016	2	14	1.25
121000	86	2016	2	17	1.065
121000	87	2016	2	21	0.955
121000	88	2016	2	17	0.46
121000	89	2016	2	15	0.605
121000	90	2016	2	14	1.325
121000	91	2016	2	14	1.17
121000	92	2016	2	14	0.575
121000	93	2016	2	15	0.555
121000	94	2016	2	14	1.295
121000	95	2016	2	12	1.235
121000	96	2016	2	15	1.3
121000	97	2016	2	17	1.27
121000	98	2016	2	17	1.17
