plot_id,year,period,number_of_trees_ha,stem_number_ha,basal_area_alive_m2_ha,vol_alive_m3_ha,vol_bole_alive_m3_ha
11000,2000,1,214.13333333333333,214.13333333333333,3.262282171365201,32.10315659205248,25.53751562100049
