ID	Value1	Value2	Value3	OrderField	Active
10	NVT	not applicable	NA	NA	1
20	10 - 40 % : 25 % kroonvolumereductie	10 - 40 % : 25 % CrownVolumeReductio	NA	NA	1
30	40 - 60 % : 50 % kroonvolumereductie	40 - 60 % : 50 % CrownVolumeReductio	NA	NA	1
40	60 - 90 % : 75 % kroonvolumereductie	60 - 90 % : 75 % CrownVolumereductio	NA	NA	1
50	> 90 % : 100 % kroonvolumereductie	> 90 % : 100 % CrownVolumeReduction	NA	NA	1
