plottype,plot_id,subplot_id,period,year,height_class,number_of_tree_species,approx_nr_regeneration_ha,approx_rubbing_damage_perc,rubbing_damage_number_ha,mean_number_of_regeneration_ha,lci_number_of_regeneration_ha,uci_number_of_regeneration_ha
CA,101000,92,2,2014,3000,2,200,50,100,200.00000001,200.00000000292889,200.00000001707105
CA,101000,92,2,2014,4000,1,100,100,100,100.000000005,100,100.00000001
CA,101000,93,2,2014,1000,1,3000,0,0,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,101000,93,2,2014,3000,1,200,50,100,200.000000005,200,200.00000001
CA,101000,93,2,2014,4000,1,200,50,100,200.000000005,200,200.00000001
CA,101000,94,2,2014,1000,2,3100,0,0,2998.2753492497873,2552.180229106062,3522.3433546727574
CA,101000,94,2,2014,2000,1,100,0,0,100.000000005,100,100.00000001
CA,101000,94,2,2014,3000,3,400,0,0,400.000000015,400.000000005,400.000000025
CA,101000,94,2,2014,4000,1,100,100,100,100.000000005,100,100.00000001
CA,101000,95,2,2014,1000,2,3100,0,0,2998.2753492497873,2552.180229106062,3522.3433546727574
CA,101000,95,2,2014,2000,1,100,0,0,100.000000005,100,100.00000001
CA,101000,95,2,2014,4000,1,100,100,100,100.000000005,100,100.00000001
CA,101000,96,2,2014,1000,3,8400,0,0,8226.477441942801,6916.009717636062,9785.25679774862
CA,101000,96,2,2014,2000,1,100,0,0,100.000000005,100,100.00000001
CA,101000,96,2,2014,3000,1,1500,0,0,1500.000000005,1500,1500.00000001
CA,101000,96,2,2014,4000,1,500,0,0,500.0000000049999,499.9999999999999,500.0000000099999
CA,101000,97,2,2014,1000,2,10400,0,0,32096.724930181874,17313.975875075375,59501.05040441926
CA,101000,97,2,2014,2000,1,300,0,0,316.2277660247436,200.00000000999995,499.9999999999999
CA,101000,98,2,2014,1000,3,10300,0,0,31980.497164167136,21824.222126467368,46863.16849877357
CA,101000,98,2,2014,3000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,1,2,2014,1000,2,10400,0,0,32096.724930181874,17313.975875075375,59501.05040441926
CA,171100,1,2,2014,2000,4,600,0,0,616.2277660397435,549.5393071054311,691.0090956705287
CA,171100,1,2,2014,3000,3,1300,0,0,1300.0000000149998,1300.000000005528,1300.0000000244718
CA,171100,1,2,2014,4000,2,2200,9.090909090909092,200,2200.0000000100003,2200.0000000013292,2200.000000018671
CA,171100,2,2,2014,1000,5,8400,0,0,8210.249675933055,7814.286821145619,8626.276624342847
CA,171100,2,2,2014,2000,4,800,12.5,100,832.4555320594872,707.969460574494,978.8306578847505
CA,171100,2,2,2014,3000,3,1700,0,0,1700.0000000150003,1700.0000000035452,1700.0000000264552
CA,171100,2,2,2014,4000,2,1500,0,0,1500.0000000100006,1499.9999999971155,1500.0000000228856
CA,171100,3,2,2014,1000,7,12900,0,0,34628.647925686986,27958.74222459585,42889.74259028991
CA,171100,3,2,2014,2000,5,2100,0,0,2099.467463465618,1881.8895084823212,2342.2010751871753
CA,171100,3,2,2014,3000,3,700,0,0,700.0000000150002,700.0000000021021,700.0000000278981
CA,171100,3,2,2014,4000,3,800,0,0,800.0000000149997,799.999999996013,800.0000000339865
CA,171100,4,2,2014,1000,3,900,0,0,948.6832980742308,728.1919425840865,1235.9378721648984
CA,171100,4,2,2014,2000,5,1600,0,0,1607.0522013074253,1398.0988804949563,1847.2347083296004
CA,171100,4,2,2014,3000,4,1100,0,0,1100.0000000200002,1099.999999999282,1100.0000000407183
CA,171100,4,2,2014,4000,3,700,14.285714285714286,100,700.000000015,700.0000000016341,700.0000000283658
CA,171100,5,2,2014,1000,6,15900,0,0,37572.791403277566,30100.42420496851,46900.158091499085
CA,171100,5,2,2014,2000,6,1600,0,0,1681.1388301287182,1417.2675281697898,1994.138516541226
CA,171100,5,2,2014,3000,4,1100,0,0,1100.0000000200002,1099.9999999998906,1100.0000000401099
CA,171100,5,2,2014,4000,2,1500,0,0,1500.00000001,1500.0000000028815,1500.0000000171183
CA,171100,6,2,2014,1000,3,11200,0,0,32871.321599429815,21593.49527027929,50039.31833029112
CA,171100,6,2,2014,2000,3,1200,0,0,1190.8244352776821,999.8021876905642,1418.3434014382221
CA,171100,6,2,2014,3000,2,1100,9.090909090909092,100,1100.0000000099997,1100.0000000028401,1100.000000017159
CA,171100,6,2,2014,4000,3,1000,30,300,1000.0000000149997,999.9999999962143,1000.0000000337852
CA,171100,7,2,2014,1000,3,10500,0,0,32196.7249301869,21335.480218200588,48587.09931196228
CA,171100,7,2,2014,2000,3,300,0,0,300.000000015,300.00000000633975,300.00000002366033
CA,171100,7,2,2014,3000,3,1300,15.384615384615385,200,1300.0000000150005,1299.9999999906797,1300.000000039321
CA,171100,7,2,2014,4000,3,2400,25,600,2400.0000000150008,2400.0000000057566,2400.0000000242444
CA,171100,8,2,2014,1000,2,10200,0,0,31880.497164162134,17972.373226931515,56551.579838723264
CA,171100,8,2,2014,2000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,8,2,2014,3000,2,500,0,0,500.0000000099999,499.99999999711525,500.0000000228846
CA,171100,8,2,2014,4000,4,1500,20,300,1500.00000002,1499.9999999983918,1500.000000041608
CA,171100,9,2,2014,1000,2,10200,0,0,31880.497164162134,17972.373226931515,56551.579838723264
CA,171100,9,2,2014,2000,1,100,100,100,100.000000005,100,100.00000001
CA,171100,9,2,2014,3000,1,300,0,0,300.00000000500006,300.00000000000006,300.00000001000006
CA,171100,9,2,2014,4000,2,1000,30,300,1000.0000000100001,1000.0000000024885,1000.000000017512
CA,171100,10,2,2014,1000,1,10100,0,0,31780.497164157146,10100.000000010004,99999.99999999997
CA,171100,10,2,2014,2000,2,5300,3.7735849056603774,200,5276.06647308569,4116.965142262744,6761.504279611
CA,171100,10,2,2014,3000,1,100,100,100,100.000000005,100,100.00000001
CA,171100,10,2,2014,4000,2,800,0,0,800.00000001,800.0000000022252,800.0000000177747
CA,171100,11,2,2014,1000,3,10500,0,0,32196.7249301869,21335.480218200588,48587.09931196228
CA,171100,11,2,2014,2000,3,1400,0,0,1407.0522012974257,1115.5525925335162,1774.7221515389458
CA,171100,11,2,2014,3000,3,3000,0,0,3000.0000000150003,3000.0000000047576,3000.0000000252426
CA,171100,11,2,2014,4000,3,1600,0,0,1600.0000000150003,1599.9999999851154,1600.000000044885
CA,171100,12,2,2014,1000,5,10700,0,0,32396.7249301969,25309.032502325408,41469.29702296634
CA,171100,12,2,2014,2000,3,700,0,0,732.4555320544872,590.1819240894214,909.0266654048445
CA,171100,12,2,2014,3000,3,1200,0,0,1200.0000000150003,1199.9999999925292,1200.0000000374714
CA,171100,12,2,2014,4000,1,2000,0,0,2000.0000000049993,1999.9999999999989,2000.00000001
CA,171100,13,2,2014,1000,7,9900,0,0,9733.529643245229,8596.576241055125,11020.852564939878
CA,171100,13,2,2014,2000,5,1600,0,0,1607.0522013074253,1398.0988804949563,1847.2347083296004
CA,171100,13,2,2014,3000,5,1900,0,0,1900.0000000250004,1900.0000000011748,1900.000000048826
CA,171100,13,2,2014,4000,1,400,0,0,400.000000005,400,400.00000001
CA,171100,14,2,2014,1000,6,11700,0,0,11475.138243884292,9980.864770221877,13193.12511969127
CA,171100,14,2,2014,2000,2,2300,0,0,2257.8363666738123,1854.8774119179673,2748.3352947856456
CA,171100,14,2,2014,3000,1,800,0,0,800.000000005,799.9999999999998,800.00000001
CA,171100,14,2,2014,4000,2,1000,0,0,1000.0000000099998,999.999999997115,1000.0000000228846
CA,171100,15,2,2014,1000,9,21300,0,0,42781.0387388085,36633.251302992496,49960.547056928226
CA,171100,15,2,2014,2000,7,3900,0,0,3898.934926916236,3490.989648083391,4354.551315462447
CA,171100,15,2,2014,3000,5,900,22.22222222222222,200,900.0000000250001,900.000000010457,900.0000000395432
CA,171100,15,2,2014,4000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,16,2,2014,1000,7,12000,0,0,33703.777131489325,27525.884534611003,41268.232143485446
CA,171100,16,2,2014,2000,3,900,0,0,948.6832980742308,728.1919425840865,1235.9378721648984
CA,171100,16,2,2014,3000,4,1800,0,0,1800.0000000199996,1799.9999999958238,1800.0000000441755
CA,171100,16,2,2014,4000,3,400,25,100,400.000000015,400.000000005,400.000000025
CA,171100,17,2,2014,1000,4,11100,0,0,32755.093833415092,24421.201952339994,43932.979798851564
CA,171100,17,2,2014,2000,4,1000,0,0,1048.683298079231,859.9789323250614,1278.79488477358
CA,171100,17,2,2014,3000,5,800,12.5,100,800.0000000249998,800.0000000103332,800.0000000396666
CA,171100,17,2,2014,4000,5,1700,35.294117647058826,600,1700.0000000249997,1699.9999999953427,1700.0000000546563
CA,171100,18,2,2014,1000,1,10100,0,0,31780.497164157146,10100.000000010004,99999.99999999997
CA,171100,18,2,2014,3000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171100,18,2,2014,4000,3,1500,6.666666666666667,100,1500.0000000149998,1499.9999999869717,1500.0000000430282
CA,171100,19,2,2014,1000,1,10100,0,0,31780.497164157146,10100.000000010004,99999.99999999997
CA,171100,19,2,2014,3000,1,200,0,0,200.000000005,200,200.00000001
CA,171100,19,2,2014,4000,3,1400,21.428571428571427,300,1400.000000015,1400.000000006192,1400.0000000238078
CA,171100,20,2,2014,1000,2,20200,0,0,63560.99432831429,28259.542606421302,142960.55871357265
CA,171100,20,2,2014,4000,1,500,0,0,500.0000000049999,499.9999999999999,500.0000000099999
CA,171100,21,2,2014,1000,4,8500,0,0,8326.477441947798,7310.424102019687,9483.748907551253
CA,171100,21,2,2014,2000,3,2600,0,0,2574.064132698556,2104.8495792435833,3147.8763255026875
CA,171100,21,2,2014,3000,3,3400,0,0,3400.0000000150003,3399.999999957513,3400.0000000724867
CA,171100,21,2,2014,4000,3,2400,4.166666666666667,100,2400.0000000149994,2399.999999998167,2400.000000031832
CA,171100,22,2,2014,1000,3,8400,0,0,8226.477441942801,6916.009717636062,9785.25679774862
CA,171100,22,2,2014,2000,4,800,0,0,832.4555320594872,707.969460574494,978.8306578847505
CA,171100,22,2,2014,3000,5,1600,0,0,1600.0000000250004,1600.0000000054526,1600.0000000445482
CA,171100,22,2,2014,4000,2,600,0,0,600.00000001,599.9999999947029,600.0000000252971
CA,171100,23,2,2014,1000,6,11000,0,0,32712.952696221644,26266.971390102746,40740.794140753394
CA,171100,23,2,2014,2000,4,600,0,0,616.2277660397435,549.5393071054311,691.0090956705287
CA,171100,23,2,2014,3000,3,900,0,0,900.0000000150001,900.0000000052372,900.0000000247632
CA,171100,23,2,2014,4000,1,800,0,0,800.000000005,799.9999999999998,800.00000001
CA,171100,24,2,2014,1000,7,14600,0,0,36254.02876031133,29655.43794564411,44320.862964916625
CA,171100,24,2,2014,2000,3,1200,0,0,1190.8244352776821,999.8021876905642,1418.3434014382221
CA,171100,24,2,2014,3000,3,900,0,0,900.0000000149997,899.9999999990896,900.0000000309099
CA,171100,24,2,2014,4000,2,900,11.11111111111111,100,900.0000000099998,899.9999999873246,900.0000000326748
CA,171100,25,2,2014,1000,7,14400,0,0,36037.80099429159,29803.419980953582,43576.31108557797
CA,171100,25,2,2014,2000,5,2600,0,0,2557.836366688813,2364.4049355230604,2767.0923793383445
CA,171100,25,2,2014,3000,2,1700,0,0,1700.0000000100001,1699.9999999955119,1700.0000000244884
CA,171100,25,2,2014,4000,2,1000,20,200,1000.0000000100001,999.9999999848466,1000.0000000351539
CA,171100,26,2,2014,1000,5,11100,0,0,32829.18046223637,24840.663541874117,43386.72708985012
CA,171100,26,2,2014,2000,3,700,0,0,732.4555320544872,590.1819240894214,909.0266654048445
CA,171100,26,2,2014,3000,3,1800,0,0,1800.0000000150005,1799.9999999839906,1800.0000000460102
CA,171100,26,2,2014,4000,2,600,16.666666666666668,100,600.00000001,599.9999999947029,600.0000000252971
CA,171100,27,2,2014,1000,5,10900,0,0,32612.952696216642,25062.15588981652,42438.67479883635
CA,171100,27,2,2014,2000,2,1100,0,0,1090.824435272682,839.1785520525926,1417.9317925577689
CA,171100,27,2,2014,3000,3,2500,8,200,2500.000000015,2500.0000000055284,2500.000000024471
CA,171100,27,2,2014,4000,2,3200,3.125,100,3200.0000000100017,3200.0000000012137,3200.0000000187897
CA,171100,28,2,2014,1000,1,10100,0,0,31780.497164157146,10100.000000010004,99999.99999999997
CA,171100,28,2,2014,2000,1,300,0,0,316.2277660247436,200.00000000999995,499.9999999999999
CA,171100,28,2,2014,3000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,28,2,2014,4000,2,1100,9.090909090909092,100,1100.0000000099997,1100.0000000028401,1100.000000017159
CA,171100,29,2,2014,1000,1,10100,0,0,31780.497164157146,10100.000000010004,99999.99999999997
CA,171100,29,2,2014,4000,2,600,33.333333333333336,200,600.00000001,600.0000000016147,600.0000000183853
CA,171100,30,2,2014,1000,2,20200,0,0,63560.99432831429,28259.542606421302,142960.55871357265
CA,171100,30,2,2014,2000,1,300,0,0,316.2277660247436,200.00000000999995,499.9999999999999
CA,171100,30,2,2014,3000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,30,2,2014,4000,1,700,0,0,700.000000005,700.0000000000001,700.0000000099999
CA,171100,31,2,2014,1000,3,11000,0,0,32655.093833410097,22076.752334115678,48302.174936345
CA,171100,31,2,2014,2000,5,1800,0,0,1823.2799673271686,1543.2837750053059,2154.0755453384663
CA,171100,31,2,2014,3000,3,2700,0,0,2700.0000000150003,2699.999999997348,2700.000000032652
CA,171100,31,2,2014,4000,2,1300,0,0,1300.0000000100003,1300.000000001109,1300.0000000188916
CA,171100,32,2,2014,1000,3,9600,0,0,9393.489373343933,8254.26922177355,10689.939985767298
CA,171100,32,2,2014,2000,3,1200,0,0,1190.8244352776821,999.8021876905642,1418.3434014382221
CA,171100,32,2,2014,3000,2,700,0,0,700.0000000099999,700.0000000005758,700.000000019424
CA,171100,32,2,2014,4000,3,300,33.333333333333336,100,300.000000015,300.00000000633975,300.00000002366033
CA,171100,33,2,2014,1000,4,10600,0,0,32296.724930191886,23720.646886410206,43973.43994079976
CA,171100,33,2,2014,2000,4,800,0,0,832.4555320594872,707.969460574494,978.8306578847505
CA,171100,33,2,2014,3000,3,400,0,0,400.000000015,400.000000005,400.000000025
CA,171100,33,2,2014,4000,1,500,0,0,500.0000000049999,499.9999999999999,500.0000000099999
CA,171100,34,2,2014,1000,6,12400,0,0,34096.192393642494,27225.20284743826,42701.25523981813
CA,171100,34,2,2014,2000,3,1900,0,0,1865.4211045206196,1535.7462714344226,2265.8664142096322
CA,171100,34,2,2014,3000,4,900,0,0,900.0000000200001,900.0000000034141,900.000000036586
CA,171100,34,2,2014,4000,4,1500,0,0,1500.0000000200007,1499.9999999926931,1500.000000047308
CA,171100,35,2,2014,1000,5,10700,0,0,10484.313808616611,9201.892490631244,11945.459713799419
CA,171100,35,2,2014,2000,3,4600,0,0,4481.515046675661,3870.8130605995916,5188.568086124348
CA,171100,35,2,2014,3000,4,3400,5.882352941176471,200,3400.000000019999,3399.9999999749057,3400.0000000650925
CA,171100,35,2,2014,4000,5,1600,62.5,1000,1600.0000000250004,1600.000000000351,1600.0000000496498
CA,171100,36,2,2014,1000,4,10800,0,0,32512.952696211636,23393.316426369267,45187.78243150368
CA,171100,36,2,2014,2000,2,400,0,0,416.2277660297436,331.0137588276933,523.3787073615046
CA,171100,36,2,2014,3000,3,1900,15.789473684210526,300,1900.0000000150003,1899.9999999822805,1900.0000000477196
CA,171100,36,2,2014,4000,4,700,42.857142857142854,300,700.0000000200001,700.000000006555,700.0000000334452
CA,171100,37,2,2014,1000,3,10700,0,0,32412.952696206634,20897.7296367515,50273.37996750168
CA,171100,37,2,2014,2000,3,1200,0,0,1190.8244352776821,999.8021876905642,1418.3434014382221
CA,171100,37,2,2014,3000,2,2000,0,0,2000.0000000100006,2000.0000000024893,2000.000000017512
CA,171100,37,2,2014,4000,2,1900,5.2631578947368425,100,1900.00000001,1900.0000000021444,1900.0000000178557
CA,171100,38,2,2014,1000,3,10500,0,0,32196.7249301869,21335.480218200588,48587.09931196228
CA,171100,38,2,2014,2000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,38,2,2014,3000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171100,38,2,2014,4000,3,900,11.11111111111111,100,900.0000000149997,900.0000000039769,900.0000000260226
CA,171100,39,2,2014,1000,1,10100,0,0,31780.497164157146,10100.000000010004,99999.99999999997
CA,171100,39,2,2014,3000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171100,39,2,2014,4000,1,700,14.285714285714286,100,700.000000005,700.0000000000001,700.0000000099999
CA,171100,40,2,2014,1000,1,10100,0,0,31780.497164157146,10100.000000010004,99999.99999999997
CA,171100,40,2,2014,3000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,40,2,2014,4000,2,5100,0,0,5100.000000009999,5099.999999882474,5100.000000137524
CA,171100,41,2,2014,1000,6,12000,0,0,33629.69050266803,27525.03708932266,41088.267370362744
CA,171100,41,2,2014,2000,4,3500,0,0,3414.503115279532,2968.362688543718,3927.697774012064
CA,171100,41,2,2014,3000,4,4100,0,0,4100.00000002,4099.999999943112,4100.000000096888
CA,171100,41,2,2014,4000,2,1000,0,0,1000.0000000099998,999.999999997115,1000.0000000228846
CA,171100,42,2,2014,1000,4,11000,0,0,32729.18046223137,23097.4518143653,46377.37800423
CA,171100,42,2,2014,2000,4,800,0,0,832.4555320594872,707.969460574494,978.8306578847505
CA,171100,42,2,2014,3000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171100,42,2,2014,4000,3,1300,7.6923076923076925,100,1300.0000000149998,1300.0000000024986,1300.000000027501
CA,171100,43,2,2014,1000,3,11900,0,0,33579.96462760775,21989.052048428613,51280.701956043136
CA,171100,43,2,2014,2000,3,500,0,0,516.2277660347436,443.1166054650644,601.4017600300295
CA,171100,43,2,2014,3000,3,700,0,0,700.0000000150002,700.0000000021021,700.0000000278981
CA,171100,43,2,2014,4000,3,1400,7.142857142857143,100,1400.000000015,1399.9999999908093,1400.0000000391906
CA,171100,44,2,2014,1000,4,12200,0,0,33896.192393632504,24185.149592398106,47506.50205394179
CA,171100,44,2,2014,2000,4,800,0,0,832.4555320594872,707.969460574494,978.8306578847505
CA,171100,44,2,2014,3000,3,700,0,0,700.0000000149998,699.9999999983365,700.0000000316631
CA,171100,44,2,2014,4000,1,1700,0,0,1700.0000000049993,1700,1700.0000000099988
CA,171100,45,2,2014,1000,4,13500,0,0,35095.000279431675,25510.787998064676,48279.92944423146
CA,171100,45,2,2014,2000,3,3400,0,0,3314.5031152745305,2750.031694416768,3994.8379225841927
CA,171100,45,2,2014,3000,1,1500,0,0,1500.000000005,1500,1500.00000001
CA,171100,45,2,2014,4000,2,1200,66.66666666666667,800,1200.00000001,1199.9999999947029,1200.0000000252971
CA,171100,46,2,2014,1000,7,13800,0,0,35395.000279446656,29497.611252637635,42471.440621145375
CA,171100,46,2,2014,2000,2,1600,0,0,1583.2396974308742,1363.4441190177783,1838.4676750278472
CA,171100,46,2,2014,3000,3,2700,0,0,2700.0000000150003,2699.99999998312,2700.0000000468804
CA,171100,46,2,2014,4000,3,700,71.42857142857143,500,700.000000015,700.0000000016341,700.0000000283658
CA,171100,47,2,2014,1000,4,10800,0,0,32512.952696211636,23393.316426369267,45187.78243150368
CA,171100,47,2,2014,2000,1,1500,0,0,1483.2396974258745,1100.0000000100001,1999.9999999999995
CA,171100,47,2,2014,3000,5,1900,0,0,1900.0000000249997,1900.0000000022314,1900.000000047768
CA,171100,47,2,2014,4000,4,2700,37.03703703703704,1000,2700.00000002,2699.9999999855363,2700.000000054464
CA,171100,48,2,2014,1000,2,10400,0,0,32096.724930181874,17313.975875075375,59501.05040441926
CA,171100,48,2,2014,2000,2,400,0,0,416.2277660297436,331.0137588276933,523.3787073615046
CA,171100,48,2,2014,3000,3,700,0,0,700.000000015,700.0000000016341,700.0000000283658
CA,171100,48,2,2014,4000,3,1100,18.181818181818183,200,1100.0000000149998,1099.9999999943752,1100.000000035625
CA,171100,49,2,2014,1000,2,10200,0,0,31880.497164162134,17972.373226931515,56551.579838723264
CA,171100,49,2,2014,2000,1,100,0,0,100.000000005,100,100.00000001
CA,171100,49,2,2014,3000,1,600,0,0,600.000000005,600,600.00000001
CA,171100,49,2,2014,4000,4,2400,8.333333333333334,200,2400.0000000199993,2399.9999999849597,2400.000000055039
CA,171100,50,2,2014,1000,2,10200,0,0,31880.497164162134,17972.373226931515,56551.579838723264
CA,171100,50,2,2014,2000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171200,1,2,2014,1000,4,3900,0,0,3846.9586473190175,3105.4937536930242,4765.455031614095
CA,171200,1,2,2014,2000,2,1800,0,0,1799.467463450618,1368.851795092969,2365.5469230673566
CA,171200,1,2,2014,3000,3,1400,0,0,1400.000000015,1399.9999999819447,1400.0000000480552
CA,171200,1,2,2014,4000,1,100,0,0,100.000000005,100,100.00000001
CA,171200,2,2,2014,1000,4,2000,0,0,1965.4211045256197,1698.683830996966,2274.0430253271816
CA,171200,2,2,2014,2000,1,300,0,0,316.2277660247436,200.00000000999995,499.9999999999999
CA,171200,2,2,2014,3000,3,700,0,0,700.0000000149998,699.9999999983365,700.0000000316631
CA,171200,2,2,2014,4000,2,300,0,0,300.00000001000006,300.0000000016148,300.00000001838526
CA,171200,3,2,2014,1000,4,2900,0,0,2890.2918987232993,2391.420310686174,3493.232545737043
CA,171200,3,2,2014,2000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171200,3,2,2014,3000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171200,3,2,2014,4000,1,100,0,0,100.000000005,100,100.00000001
CA,171200,4,2,2014,1000,4,3700,0,0,3630.730881299275,3029.9150942170495,4350.685191667586
CA,171200,4,2,2014,2000,2,600,0,0,632.455532049487,457.4429685621371,874.4259448938617
CA,171200,4,2,2014,3000,1,600,16.666666666666668,100,600.000000005,600,600.00000001
CA,171200,4,2,2014,4000,1,100,0,0,100.000000005,100,100.00000001
CA,171200,5,2,2014,1000,5,11300,0,0,33045.40822825611,24640.1553682533,44317.861987958175
CA,171200,5,2,2014,2000,3,300,0,0,300.000000015,300.00000000633975,300.00000002366033
CA,171200,5,2,2014,3000,2,1600,0,0,1600.0000000100001,1600.0000000012121,1600.0000000187881
CA,171200,5,2,2014,4000,3,700,42.857142857142854,300,700.000000015,700.0000000016341,700.0000000283658
CA,171200,6,2,2014,1000,4,10800,0,0,32512.952696211636,23393.316426369267,45187.78243150368
CA,171200,6,2,2014,2000,3,500,0,0,516.2277660347436,443.1166054650644,601.4017600300295
CA,171200,6,2,2014,3000,2,1200,0,0,1200.00000001,1200.0000000026266,1200.0000000173732
CA,171200,6,2,2014,4000,2,500,0,0,500.0000000099999,500.0000000024884,500.00000001751147
CA,171200,7,2,2014,1000,2,3300,0,0,3214.503115269531,2429.3648998932163,4253.387491739801
CA,171200,7,2,2014,2000,1,300,0,0,316.2277660247436,200.00000000999995,499.9999999999999
CA,171200,7,2,2014,3000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171200,7,2,2014,4000,1,200,0,0,200.000000005,200,200.00000001
CA,171200,8,2,2014,1000,3,6800,0,0,6571.147367737515,5521.098481619536,7820.903371362693
CA,171200,8,2,2014,2000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171200,8,2,2014,3000,3,400,0,0,400.000000015,400.000000005,400.000000025
CA,171200,8,2,2014,4000,1,600,33.333333333333336,200,600.000000005,600,600.00000001
CA,171200,9,2,2014,1000,3,10500,0,0,32196.7249301869,21335.480218200588,48587.09931196228
CA,171200,9,2,2014,3000,1,100,0,0,100.000000005,100,100.00000001
CA,171200,9,2,2014,4000,1,500,0,0,500.0000000049999,499.9999999999999,500.0000000099999
CA,171200,10,2,2014,1000,4,11000,0,0,32729.18046223137,23097.4518143653,46377.37800423
CA,171200,10,2,2014,2000,2,600,0,0,632.455532049487,457.4429685621371,874.4259448938617
CA,171200,10,2,2014,3000,2,500,20,100,500.0000000099999,500.0000000024884,500.00000001751147
CA,171200,10,2,2014,4000,2,500,40,200,500.0000000099999,500.0000000024884,500.00000001751147
CA,171200,11,2,2014,1000,5,15700,0,0,37252.836646100484,28523.274474583875,48654.08561060006
CA,171200,11,2,2014,2000,2,1100,0,0,1090.824435272682,839.1785520525926,1417.9317925577689
CA,171200,11,2,2014,3000,1,1200,0,0,1200.0000000050002,1200.0000000000005,1200.00000001
CA,171200,11,2,2014,4000,1,100,0,0,100.000000005,100,100.00000001
CA,171200,12,2,2014,1000,4,15400,0,0,36936.60888007576,26996.620521053646,50536.43934787003
CA,171200,12,2,2014,2000,3,1200,8.333333333333334,100,1190.8244352776821,999.8021876905642,1418.3434014382221
CA,171200,12,2,2014,3000,3,600,16.666666666666668,100,600.000000015,600.0000000006385,600.0000000293614
CA,171200,13,2,2014,1000,5,10900,0,0,10700.541574636354,9123.580220410646,12550.072145402524
CA,171200,13,2,2014,2000,2,1100,0,0,1090.824435272682,839.1785520525926,1417.9317925577689
CA,171200,13,2,2014,3000,2,500,20,100,500.0000000099999,499.99999999711525,500.0000000228846
CA,171200,13,2,2014,4000,4,500,80,400,500.0000000199999,500.0000000087326,500.00000003126723
CA,171200,14,2,2014,1000,5,17200,0,0,38667.872297919406,29574.76472149743,50556.76223051616
CA,171200,14,2,2014,2000,2,900,0,0,874.596669252938,769.7427935731275,993.733673449018
CA,171200,14,2,2014,3000,1,700,0,0,700.000000005,700.0000000000001,700.0000000099999
CA,171200,14,2,2014,4000,4,600,50,300,600.00000002,600.0000000067712,600.0000000332287
CA,171200,15,2,2014,1000,5,18700,0,0,40271.06675251235,30626.128379797156,52953.4388830916
CA,171200,15,2,2014,2000,2,3100,0,0,2998.2753492497873,2552.180229106062,3522.3433546727574
CA,171200,15,2,2014,3000,4,1500,6.666666666666667,100,1500.0000000200007,1499.9999999874874,1500.0000000525138
CA,171200,15,2,2014,4000,3,900,66.66666666666667,600,900.0000000150001,900.0000000063397,900.0000000236604
CA,171200,16,2,2014,1000,5,22000,0,0,43363.61885856792,33821.35166891652,55598.11621128466
CA,171200,16,2,2014,2000,3,1200,0,0,1190.8244352776821,999.8021876905642,1418.3434014382221
CA,171200,16,2,2014,3000,4,1000,10,100,1000.0000000200001,999.9999999982762,1000.0000000417241
CA,171200,16,2,2014,4000,2,400,0,0,400.00000001,399.9999999994591,400.0000000205409
CA,171200,17,2,2014,1000,6,13500,0,0,13132.315032906658,11881.63952525055,14514.63813196854
CA,171200,17,2,2014,2000,5,1100,27.272727272727273,300,1148.683298084231,980.1105750682584,1346.2494466053213
CA,171200,17,2,2014,3000,3,1300,7.6923076923076925,100,1300.0000000150005,1299.9999999906797,1300.000000039321
CA,171200,17,2,2014,4000,3,800,50,400,800.0000000150001,800.0000000005558,800.0000000294443
CA,171200,18,2,2014,1000,4,11500,0,0,33187.54936545457,23732.630454369537,46409.24380473371
CA,171200,18,2,2014,3000,4,5900,0,0,5900.000000019998,5899.9999999417605,5900.000000098235
CA,171200,18,2,2014,4000,3,900,33.333333333333336,300,900.0000000149997,899.999999998044,900.0000000319554
CA,171200,19,2,2014,1000,3,6300,0,0,6112.778464514316,4928.338235913703,7581.878265565595
CA,171200,19,2,2014,2000,3,900,0,0,948.6832980742308,728.1919425840865,1235.9378721648984
CA,171200,19,2,2014,3000,4,2100,4.761904761904762,100,2100.0000000199993,2099.9999999745096,2100.000000065489
CA,171200,19,2,2014,4000,2,200,0,0,200.00000001,200.00000000292889,200.00000001707105
CA,171200,20,2,2014,1000,4,2400,0,0,2431.9229955001056,1967.357309176015,3006.1897899569967
CA,171200,20,2,2014,2000,1,100,0,0,100.000000005,100,100.00000001
