plot_id	year	period	height_class	species	rubbing_damage_perc	subplot_id	approx_nr_regeneration_ha	mean_number_of_regeneration_ha	lci_number_of_regeneration_ha	uci_number_of_regeneration_ha
111000	2005	1	1000	14	NA	61	300	316.227766024744	200.00000001	500
111000	2005	1	1000	15	NA	61	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	28	NA	61	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	87	NA	61	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	4000	14	NA	61	200	200.000000005	200	200.00000001
111000	2005	1	4000	69	NA	61	200	200.000000005	200	200.00000001
111000	2005	1	1000	7	NA	62	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	14	NA	62	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	62	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	62	100	100.000000005	100	100.00000001
111000	2005	1	1000	87	NA	62	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	4000	16	NA	62	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	63	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	14	NA	63	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	15	NA	63	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	63	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	63	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	4000	16	NA	63	100	100.000000005	100	100.00000001
111000	2005	1	4000	69	NA	63	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	64	300	316.227766024744	200.00000001	500
111000	2005	1	1000	14	NA	64	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	64	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	64	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	69	NA	64	100	100.000000005	100	100.00000001
111000	2005	1	1000	87	NA	64	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	2000	14	NA	64	100	100.000000005	100	100.00000001
111000	2005	1	1000	9	NA	65	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	65	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	15	NA	65	100	100.000000005	100	100.00000001
111000	2005	1	1000	16	NA	65	300	316.227766024744	200.00000001	500
111000	2005	1	1000	28	NA	65	300	316.227766024744	200.00000001	500
111000	2005	1	1000	64	NA	65	100	100.000000005	100	100.00000001
111000	2005	1	1000	87	NA	65	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	9	NA	66	100	100.000000005	100	100.00000001
111000	2005	1	1000	14	NA	66	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	66	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	66	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	64	NA	66	300	316.227766024744	200.00000001	500
111000	2005	1	1000	87	NA	66	300	316.227766024744	200.00000001	500
111000	2005	1	4000	16	NA	66	100	100.000000005	100	100.00000001
111000	2005	1	4000	64	NA	66	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	67	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	9	NA	67	100	100.000000005	100	100.00000001
111000	2005	1	1000	14	NA	67	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	15	NA	67	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	16	NA	67	100	100.000000005	100	100.00000001
111000	2005	1	1000	24	NA	67	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	67	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	2000	24	NA	67	300	316.227766024744	200.00000001	500
111000	2005	1	1000	9	NA	68	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	68	300	316.227766024744	200.00000001	500
111000	2005	1	1000	15	NA	68	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	68	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	24	NA	68	300	316.227766024744	200.00000001	500
111000	2005	1	1000	87	NA	68	300	316.227766024744	200.00000001	500
111000	2005	1	1000	9	NA	69	300	316.227766024744	200.00000001	500
111000	2005	1	1000	14	NA	69	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	69	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	16	NA	69	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	24	NA	69	300	316.227766024744	200.00000001	500
111000	2005	1	1000	87	NA	69	300	316.227766024744	200.00000001	500
111000	2005	1	2000	24	NA	69	100	100.000000005	100	100.00000001
111000	2005	1	4000	16	NA	69	200	200.000000005	200	200.00000001
111000	2005	1	1000	9	NA	70	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	14	NA	70	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	15	NA	70	300	316.227766024744	200.00000001	500
111000	2005	1	1000	16	NA	70	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	24	NA	70	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	87	NA	70	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	4000	16	NA	70	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	71	8000	7810.24967591306	6100.00000001	10000
111000	2005	1	1000	14	NA	71	300	316.227766024744	200.00000001	500
111000	2005	1	1000	15	NA	71	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	71	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	24	NA	71	300	316.227766024744	200.00000001	500
111000	2005	1	1000	69	NA	71	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	87	NA	71	300	316.227766024744	200.00000001	500
111000	2005	1	2000	24	NA	71	100	100.000000005	100	100.00000001
111000	2005	1	4000	16	NA	71	100	100.000000005	100	100.00000001
111000	2005	1	4000	69	NA	71	100	100.000000005	100	100.00000001
111000	2005	1	1000	14	NA	72	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	72	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	72	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	87	NA	72	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	2000	69	NA	72	300	316.227766024744	200.00000001	500
111000	2005	1	1000	7	NA	73	100	100.000000005	100	100.00000001
111000	2005	1	1000	9	NA	73	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	14	NA	73	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	73	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	73	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	69	NA	73	300	316.227766024744	200.00000001	500
111000	2005	1	1000	87	NA	73	100	100.000000005	100	100.00000001
111000	2005	1	2000	69	NA	73	100	100.000000005	100	100.00000001
111000	2005	1	2000	87	NA	73	100	100.000000005	100	100.00000001
111000	2005	1	4000	16	NA	73	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	74	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	74	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	15	NA	74	100	100.000000005	100	100.00000001
111000	2005	1	1000	16	NA	74	100	100.000000005	100	100.00000001
111000	2005	1	1000	28	NA	74	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	87	NA	74	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	2000	87	NA	74	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	75	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	14	NA	75	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	75	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	28	NA	75	300	316.227766024744	200.00000001	500
111000	2005	1	1000	87	NA	75	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	4000	28	NA	75	100	100.000000005	100	100.00000001
111000	2005	1	4000	69	NA	75	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	76	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	76	8000	7810.24967591306	6100.00000001	10000
111000	2005	1	1000	15	NA	76	100	100.000000005	100	100.00000001
111000	2005	1	1000	16	NA	76	100	100.000000005	100	100.00000001
111000	2005	1	1000	64	NA	76	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	76	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	7	NA	77	100	100.000000005	100	100.00000001
111000	2005	1	1000	9	NA	77	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	77	100	100.000000005	100	100.00000001
111000	2005	1	1000	15	NA	77	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	77	100	100.000000005	100	100.00000001
111000	2005	1	1000	27	NA	77	300	316.227766024744	200.00000001	500
111000	2005	1	1000	39	NA	77	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	64	NA	77	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	77	300	316.227766024744	200.00000001	500
111000	2005	1	2000	87	NA	77	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	78	300	316.227766024744	200.00000001	500
111000	2005	1	1000	14	NA	78	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	78	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	78	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	87	NA	78	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	7	NA	79	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	9	NA	79	300	316.227766024744	200.00000001	500
111000	2005	1	1000	14	NA	79	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	79	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	16	NA	79	300	316.227766024744	200.00000001	500
111000	2005	1	1000	28	NA	79	100	100.000000005	100	100.00000001
111000	2005	1	1000	64	NA	79	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	79	100	100.000000005	100	100.00000001
111000	2005	1	4000	16	NA	79	400	400.000000005	400	400.00000001
111000	2005	1	1000	14	NA	80	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	80	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	80	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	69	NA	80	300	316.227766024744	200.00000001	500
111000	2005	1	1000	87	NA	80	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	9	NA	81	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	81	300	316.227766024744	200.00000001	500
111000	2005	1	1000	15	NA	81	100	100.000000005	100	100.00000001
111000	2005	1	1000	16	NA	81	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	24	NA	81	100	100.000000005	100	100.00000001
111000	2005	1	1000	69	NA	81	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	81	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	9	NA	82	8000	7810.24967591306	6100.00000001	10000
111000	2005	1	1000	14	NA	82	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	15	NA	82	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	16	NA	82	300	316.227766024744	200.00000001	500
111000	2005	1	1000	24	NA	82	100	100.000000005	100	100.00000001
111000	2005	1	1000	87	NA	82	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	2000	24	NA	82	100	100.000000005	100	100.00000001
111000	2005	1	1000	9	NA	83	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	14	NA	83	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	83	300	316.227766024744	200.00000001	500
111000	2005	1	1000	16	NA	83	300	316.227766024744	200.00000001	500
111000	2005	1	1000	24	NA	83	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	87	NA	83	300	316.227766024744	200.00000001	500
111000	2005	1	1000	7	NA	84	100	100.000000005	100	100.00000001
111000	2005	1	1000	9	NA	84	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	84	100	100.000000005	100	100.00000001
111000	2005	1	1000	15	NA	84	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	16	NA	84	300	316.227766024744	200.00000001	500
111000	2005	1	1000	24	NA	84	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	64	NA	84	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	87	NA	84	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	4000	16	NA	84	100	100.000000005	100	100.00000001
111000	2005	1	4000	64	NA	84	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	85	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	85	300	316.227766024744	200.00000001	500
111000	2005	1	1000	15	NA	85	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	16	NA	85	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	24	NA	85	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	69	NA	85	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	87	NA	85	100	100.000000005	100	100.00000001
111000	2005	1	2000	24	NA	85	300	316.227766024744	200.00000001	500
111000	2005	1	2000	69	NA	85	300	316.227766024744	200.00000001	500
111000	2005	1	4000	14	NA	85	100	100.000000005	100	100.00000001
111000	2005	1	4000	69	NA	85	100	100.000000005	100	100.00000001
111000	2005	1	1000	14	NA	86	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	86	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	86	300	316.227766024744	200.00000001	500
111000	2005	1	1000	27	NA	86	300	316.227766024744	200.00000001	500
111000	2005	1	1000	69	NA	86	100	100.000000005	100	100.00000001
111000	2005	1	1000	87	NA	86	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	2000	69	NA	86	100	100.000000005	100	100.00000001
111000	2005	1	4000	69	NA	86	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	87	300	316.227766024744	200.00000001	500
111000	2005	1	1000	14	NA	87	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	87	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	87	100	100.000000005	100	100.00000001
111000	2005	1	1000	69	NA	87	100	100.000000005	100	100.00000001
111000	2005	1	1000	87	NA	87	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	4000	16	NA	87	400	400.000000005	400	400.00000001
111000	2005	1	4000	69	NA	87	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	88	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	14	NA	88	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	15	NA	88	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	88	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	88	300	316.227766024744	200.00000001	500
111000	2005	1	1000	7	NA	89	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	14	NA	89	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	89	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	27	NA	89	100	100.000000005	100	100.00000001
111000	2005	1	1000	87	NA	89	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	7	NA	90	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	14	NA	90	300	316.227766024744	200.00000001	500
111000	2005	1	1000	15	NA	90	300	316.227766024744	200.00000001	500
111000	2005	1	1000	16	NA	90	100	100.000000005	100	100.00000001
111000	2005	1	1000	28	NA	90	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	64	NA	90	100	100.000000005	100	100.00000001
111000	2005	1	1000	69	NA	90	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	90	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	2000	69	NA	90	100	100.000000005	100	100.00000001
111000	2005	1	4000	69	NA	90	200	200.000000005	200	200.00000001
111000	2005	1	1000	7	NA	91	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	14	NA	91	300	316.227766024744	200.00000001	500
111000	2005	1	1000	15	NA	91	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	16	NA	91	300	316.227766024744	200.00000001	500
111000	2005	1	1000	64	NA	91	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	91	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	2000	16	NA	91	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	92	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	14	NA	92	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	15	NA	92	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	92	300	316.227766024744	200.00000001	500
111000	2005	1	1000	64	NA	92	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	87	NA	92	800	774.596669247938	600.00000001	1000
111000	2005	1	2000	69	NA	92	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	93	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	93	3000	2898.27534924479	2100.00000001	4000
111000	2005	1	1000	15	NA	93	300	316.227766024744	200.00000001	500
111000	2005	1	1000	16	NA	93	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	93	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	2000	16	NA	93	100	100.000000005	100	100.00000001
111000	2005	1	2000	87	NA	93	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	94	100	100.000000005	100	100.00000001
111000	2005	1	1000	9	NA	94	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	94	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	15	NA	94	100	100.000000005	100	100.00000001
111000	2005	1	1000	16	NA	94	100	100.000000005	100	100.00000001
111000	2005	1	1000	24	NA	94	8000	7810.24967591306	6100.00000001	10000
111000	2005	1	1000	64	NA	94	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	69	NA	94	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	94	100	100.000000005	100	100.00000001
111000	2005	1	4000	16	NA	94	100	100.000000005	100	100.00000001
111000	2005	1	4000	69	NA	94	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	95	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	9	NA	95	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	95	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	15	NA	95	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	16	NA	95	100	100.000000005	100	100.00000001
111000	2005	1	1000	24	NA	95	300	316.227766024744	200.00000001	500
111000	2005	1	1000	64	NA	95	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	95	300	316.227766024744	200.00000001	500
111000	2005	1	4000	69	NA	95	100	100.000000005	100	100.00000001
111000	2005	1	1000	9	NA	96	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	14	NA	96	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	1000	15	NA	96	300	316.227766024744	200.00000001	500
111000	2005	1	1000	16	NA	96	300	316.227766024744	200.00000001	500
111000	2005	1	1000	24	NA	96	300	316.227766024744	200.00000001	500
111000	2005	1	1000	64	NA	96	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	87	NA	96	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	97	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	9	NA	97	100	100.000000005	100	100.00000001
111000	2005	1	1000	14	NA	97	100	100.000000005	100	100.00000001
111000	2005	1	1000	15	NA	97	300	316.227766024744	200.00000001	500
111000	2005	1	1000	16	NA	97	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	24	NA	97	100	100.000000005	100	100.00000001
111000	2005	1	1000	27	NA	97	800	774.596669247938	600.00000001	1000
111000	2005	1	1000	87	NA	97	5000	4959.83870706095	4100.00000001	6000
111000	2005	1	4000	28	NA	97	100	100.000000005	100	100.00000001
111000	2005	1	1000	7	NA	98	300	316.227766024744	200.00000001	500
111000	2005	1	1000	9	NA	98	300	316.227766024744	200.00000001	500
111000	2005	1	1000	14	NA	98	1500	1483.23969742587	1100.00000001	2000
111000	2005	1	1000	15	NA	98	10100	31780.4971641571	10100.00000001	1e+05
111000	2005	1	1000	16	NA	98	300	316.227766024744	200.00000001	500
111000	2005	1	1000	87	NA	98	800	774.596669247938	600.00000001	1000
111000	2005	1	4000	16	NA	98	100	100.000000005	100	100.00000001
111000	2005	1	4000	64	NA	98	100	100.000000005	100	100.00000001
888	2006	1	1000	14	NA	1	5030.08215204015	4870.35610126725	3772.56161409299	6287.60269005019
888	2006	1	1000	15	NA	1	9431.40403507528	9326.02191152415	6916.36295911808	12575.2053801004
888	2006	1	1000	16	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
888	2006	1	1000	39	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
888	2006	1	1000	87	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
888	2006	1	2000	14	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
888	2006	1	2000	69	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
888	2006	1	3000	69	NA	1	785.950336256273	785.950336264133	785.950336256273	785.950336271992
888	2006	1	4000	69	NA	1	943.140403507528	943.140403515388	943.140403507528	943.140403523247
901	2006	1	1000	15	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
901	2006	1	1000	87	NA	1	9431.40403507528	9326.02191152415	6916.36295911808	12575.2053801004
901	2006	1	2000	87	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
901	2006	1	3000	16	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
901	2006	1	3000	28	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
902	2006	1	1000	16	NA	1	18862.8080701506	18223.2038824177	13203.9656491683	25150.4107602007
902	2006	1	1000	27	NA	1	63504.7871695069	199823.139460487	63504.7871695698	628760.269005019
902	2006	1	1000	28	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
902	2006	1	1000	87	NA	1	9431.40403507528	9326.02191152415	6916.36295911808	12575.2053801004
902	2006	1	2000	16	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
903	2006	1	1000	9	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
903	2006	1	1000	16	NA	1	63504.7871695069	199823.139460487	63504.7871695698	628760.269005019
903	2006	1	1000	27	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
903	2006	1	1000	87	NA	1	9431.40403507528	9326.02191152415	6916.36295911808	12575.2053801004
903	2006	1	2000	16	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
903	2006	1	2000	27	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
903	2006	1	4000	7	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
903	2006	1	4000	28	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
904	2006	1	1000	4	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
904	2006	1	1000	15	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
904	2006	1	1000	39	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
905	2006	1	1000	15	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
906	2006	1	1000	87	NA	1	18862.8080701506	18223.2038824177	13203.9656491683	25150.4107602007
906	2006	1	2000	28	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
906	2006	1	3000	4	NA	1	628.760269005019	628.760269012878	628.760269005019	628.760269020738
906	2006	1	3000	28	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
906	2006	1	4000	4	NA	1	2357.85100876882	2357.85100877668	2357.85100876882	2357.85100878454
906	2006	1	4000	28	NA	1	471.570201753764	471.570201761624	471.570201753764	471.570201769483
906	2006	1	4000	39	NA	1	943.140403507528	943.140403515388	943.140403507528	943.140403523247
907	2006	1	1000	9	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
907	2006	1	1000	16	NA	1	18862.8080701506	18223.2038824177	13203.9656491683	25150.4107602007
907	2006	1	1000	27	NA	1	63504.7871695069	199823.139460487	63504.7871695698	628760.269005019
907	2006	1	1000	87	NA	1	9431.40403507528	9326.02191152415	6916.36295911808	12575.2053801004
907	2006	1	2000	16	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
907	2006	1	2000	31	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
908	2006	1	1000	16	NA	1	63504.7871695069	199823.139460487	63504.7871695698	628760.269005019
908	2006	1	1000	87	NA	1	31438.0134502509	31185.4951967314	25779.1710292686	37725.6161403011
908	2006	1	2000	39	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
908	2006	1	4000	28	NA	1	314.380134502509	314.380134510369	314.380134502509	314.380134518228
909	2006	1	3000	4	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
909	2006	1	3000	39	NA	1	1257.52053801004	1257.5205380179	1257.52053801004	1257.52053802576
909	2006	1	3000	57	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
909	2006	1	4000	39	NA	1	471.570201753764	471.570201761624	471.570201753764	471.570201769483
909	2006	1	4000	63	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
910	2006	1	1000	4	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
910	2006	1	1000	7	NA	1	18862.8080701506	18223.2038824177	13203.9656491683	25150.4107602007
910	2006	1	1000	14	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
910	2006	1	1000	16	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
910	2006	1	1000	27	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
910	2006	1	1000	64	NA	1	18862.8080701506	18223.2038824177	13203.9656491683	25150.4107602007
910	2006	1	1000	81	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
910	2006	1	1000	87	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
910	2006	1	2000	7	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
910	2006	1	2000	16	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
911	2006	1	1000	4	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
911	2006	1	1000	7	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
911	2006	1	1000	15	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
911	2006	1	1000	27	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
911	2006	1	1000	39	NA	1	1886.28080701506	1988.31455232574	1257.52053807291	3143.80134502509
911	2006	1	3000	4	NA	1	157.190067251255	157.190067259114	157.190067251255	157.190067266974
912	2006	1	1000	7	NA	1	628.760269005019	628.760269036457	628.760269005019	628.760269067895
